Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP05890,acute loss of smell,1,False,Gastroenterology,Condition_0,37
SYMP05891,chronic weight loss,3,False,Emergency,"Condition_0, Condition_1",7
SYMP05892,intermittent weakness,1,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP05893,intermittent nausea,1,True,Cardiology,Condition_0,24
SYMP05894,persistent difficulty breathing,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",24
SYMP05895,sudden vomiting,7,False,Orthopedics,"Condition_0, Condition_1",21
SYMP05896,moderate dizziness,6,False,Orthopedics,Condition_0,39
SYMP05897,persistent numbness,5,False,Orthopedics,"Condition_0, Condition_1",31
SYMP05898,intermittent constipation,1,False,Cardiology,"Condition_0, Condition_1, Condition_2",58
SYMP05899,intermittent tingling,5,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",58
SYMP05900,moderate muscle,2,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP05901,intermittent head,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",44
SYMP05902,mild throat,1,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP05903,acute blurred vision,7,True,Gastroenterology,"Condition_0, Condition_1",59
SYMP05904,persistent loss of smell,6,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP05905,persistent wheezing,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",41
SYMP05906,sudden nausea,8,False,Pulmonology,"Condition_0, Condition_1, Condition_2",8
SYMP05907,intermittent seizure,9,False,Orthopedics,Condition_0,58
SYMP05908,sudden muscle,8,True,Emergency,"Condition_0, Condition_1, Condition_2",48
SYMP05909,acute rapid heartbeat,10,False,Gastroenterology,Condition_0,10
SYMP05910,chronic weight loss,4,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",15
SYMP05911,persistent back,7,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP05912,persistent weight loss,5,False,ICU,Condition_0,24
SYMP05913,mild cough,1,False,General Medicine,"Condition_0, Condition_1",58
SYMP05914,chronic palpitations,7,True,Pulmonology,Condition_0,39
SYMP05915,intermittent difficulty breathing,1,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",57
SYMP05916,acute nausea,8,False,Pulmonology,"Condition_0, Condition_1",23
SYMP05917,mild ear,4,True,Cardiology,Condition_0,46
SYMP05918,acute rapid heartbeat,2,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP05919,acute hearing loss,4,False,Emergency,"Condition_0, Condition_1, Condition_2",12
SYMP05920,mild loss of smell,8,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",20
SYMP05921,mild chest,2,False,Neurology,"Condition_0, Condition_1, Condition_2",38
SYMP05922,persistent chills,2,False,Gastroenterology,"Condition_0, Condition_1",11
SYMP05923,chronic loss of taste,7,True,Infectious Disease,"Condition_0, Condition_1",22
SYMP05924,moderate abdominal,6,True,General Medicine,Condition_0,49
SYMP05925,sudden head,5,False,Orthopedics,"Condition_0, Condition_1",19
SYMP05926,mild tingling,2,False,Pulmonology,Condition_0,45
SYMP05927,intermittent seizure,5,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",35
SYMP05928,mild chills,2,True,Infectious Disease,"Condition_0, Condition_1",39
SYMP05929,sudden head,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",55
SYMP05930,severe back,8,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",18
SYMP05931,mild loss of smell,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",15
SYMP05932,acute diarrhea,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2",15
SYMP05933,moderate joint,5,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP05934,persistent cough,3,False,General Medicine,Condition_0,10
SYMP05935,acute blurred vision,4,False,Orthopedics,"Condition_0, Condition_1",33
SYMP05936,persistent eye,6,True,Infectious Disease,"Condition_0, Condition_1, Condition_2",51
SYMP05937,moderate constipation,3,False,Orthopedics,"Condition_0, Condition_1",26
SYMP05938,persistent cough,1,False,Surgery,Condition_0,39
SYMP05939,moderate sweating,5,False,Surgery,Condition_0,38
SYMP05940,sudden fatigue,4,False,Pulmonology,Condition_0,23
SYMP05941,chronic constipation,8,False,Pulmonology,"Condition_0, Condition_1, Condition_2",38
SYMP05942,moderate vomiting,1,False,Gastroenterology,"Condition_0, Condition_1",22
SYMP05943,intermittent dizziness,9,False,ICU,Condition_0,52
SYMP05944,moderate hearing loss,7,False,General Medicine,"Condition_0, Condition_1, Condition_2",6
SYMP05945,severe throat,3,False,General Medicine,"Condition_0, Condition_1, Condition_2",54
SYMP05946,severe numbness,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP05947,mild sweating,7,False,Gastroenterology,Condition_0,31
SYMP05948,intermittent head,10,False,Gastroenterology,"Condition_0, Condition_1",3
SYMP05949,mild tingling,1,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",17
SYMP05950,severe bloating,6,False,General Medicine,"Condition_0, Condition_1",3
SYMP05951,moderate confusion,7,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP05952,persistent hearing loss,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP05953,sudden blurred vision,7,False,Emergency,Condition_0,53
SYMP05954,acute throat,1,False,Infectious Disease,Condition_0,7
SYMP05955,acute ear,9,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP05956,mild fatigue,1,False,Surgery,"Condition_0, Condition_1",35
SYMP05957,moderate dizziness,4,False,General Medicine,"Condition_0, Condition_1, Condition_2",33
SYMP05958,mild difficulty breathing,6,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP05959,chronic rapid heartbeat,4,False,Infectious Disease,"Condition_0, Condition_1",1
SYMP05960,chronic hearing loss,6,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",15
SYMP05961,severe loss of taste,9,False,ICU,"Condition_0, Condition_1",20
SYMP05962,chronic joint,4,False,Emergency,"Condition_0, Condition_1, Condition_2",57
SYMP05963,persistent confusion,6,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",36
SYMP05964,intermittent weakness,5,False,ICU,Condition_0,10
SYMP05965,acute bloating,2,False,Gastroenterology,"Condition_0, Condition_1",50
SYMP05966,severe fever,4,False,Neurology,"Condition_0, Condition_1, Condition_2",7
SYMP05967,severe constipation,2,True,Surgery,"Condition_0, Condition_1",1
SYMP05968,acute irregular heartbeat,1,False,Emergency,Condition_0,13
SYMP05969,mild weight loss,5,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",23
SYMP05970,sudden weakness,5,True,General Medicine,"Condition_0, Condition_1",9
SYMP05971,persistent weakness,4,True,ICU,"Condition_0, Condition_1",2
SYMP05972,acute confusion,2,False,Pulmonology,"Condition_0, Condition_1",41
SYMP05973,mild joint,4,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP05974,chronic numbness,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",40
SYMP05975,persistent vomiting,4,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP05976,intermittent chills,4,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP05977,intermittent back,3,False,Infectious Disease,Condition_0,5
SYMP05978,moderate chest,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP05979,chronic weight loss,2,False,Orthopedics,"Condition_0, Condition_1, Condition_2",12
SYMP05980,persistent fever,3,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP05981,mild fatigue,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",12
SYMP05982,sudden loss of smell,10,False,Cardiology,Condition_0,6
SYMP05983,mild muscle,9,True,Neurology,Condition_0,17
SYMP05984,persistent seizure,6,False,Pulmonology,Condition_0,15
SYMP05985,intermittent numbness,3,False,Orthopedics,"Condition_0, Condition_1",28
SYMP05986,moderate eye,5,False,Emergency,"Condition_0, Condition_1, Condition_2",16
SYMP05987,severe head,5,False,ICU,"Condition_0, Condition_1, Condition_2",24
SYMP05988,sudden abdominal,2,False,Surgery,Condition_0,35
SYMP05989,sudden tingling,5,False,Emergency,"Condition_0, Condition_1, Condition_2",59
SYMP05990,mild abdominal,1,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",32
SYMP05991,chronic weakness,6,False,Cardiology,"Condition_0, Condition_1, Condition_2",26
SYMP05992,persistent seizure,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2",34
SYMP05993,mild rapid heartbeat,2,False,Gastroenterology,"Condition_0, Condition_1",21
SYMP05994,severe fever,3,False,Surgery,"Condition_0, Condition_1",39
SYMP05995,persistent nausea,9,True,Pulmonology,"Condition_0, Condition_1, Condition_2",54
SYMP05996,mild wheezing,7,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP05997,intermittent ear,4,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",50
SYMP05998,severe hearing loss,7,False,ICU,"Condition_0, Condition_1",35
SYMP05999,mild palpitations,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",7
SYMP06000,intermittent cough,1,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP06001,acute ear,1,False,Surgery,Condition_0,1
SYMP06002,mild diarrhea,8,False,Surgery,"Condition_0, Condition_1, Condition_2",57
SYMP06003,mild wheezing,3,False,Neurology,Condition_0,50
SYMP06004,chronic shortness of breath,8,False,ICU,Condition_0,12
SYMP06005,severe cough,3,False,Neurology,"Condition_0, Condition_1",5
SYMP06006,intermittent fatigue,7,False,Gastroenterology,"Condition_0, Condition_1",37
SYMP06007,intermittent constipation,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP06008,persistent dizziness,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2",21
SYMP06009,sudden hearing loss,6,False,Neurology,"Condition_0, Condition_1",2
SYMP06010,chronic wheezing,8,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP06011,chronic confusion,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06012,mild constipation,6,False,Surgery,"Condition_0, Condition_1, Condition_2",39
SYMP06013,sudden fever,10,False,Surgery,"Condition_0, Condition_1",15
SYMP06014,persistent confusion,2,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP06015,sudden blurred vision,7,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP06016,sudden loss of taste,1,False,Orthopedics,Condition_0,48
SYMP06017,sudden weakness,10,False,Cardiology,"Condition_0, Condition_1",9
SYMP06018,chronic wheezing,5,False,Pulmonology,Condition_0,49
SYMP06019,acute fever,10,False,General Medicine,Condition_0,23
SYMP06020,severe vomiting,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP06021,sudden loss of taste,4,False,Cardiology,"Condition_0, Condition_1, Condition_2",50
SYMP06022,sudden diarrhea,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",31
SYMP06023,intermittent wheezing,8,False,Neurology,Condition_0,33
SYMP06024,moderate numbness,9,False,Cardiology,"Condition_0, Condition_1, Condition_2",49
SYMP06025,intermittent loss of taste,4,False,Surgery,Condition_0,24
SYMP06026,persistent blurred vision,10,False,Neurology,"Condition_0, Condition_1, Condition_2",42
SYMP06027,moderate chest tightness,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",4
SYMP06028,intermittent confusion,8,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",3
SYMP06029,chronic fever,4,False,Surgery,"Condition_0, Condition_1",27
SYMP06030,acute constipation,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06031,moderate fever,1,False,Emergency,"Condition_0, Condition_1, Condition_2",31
SYMP06032,moderate cough,3,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",31
SYMP06033,intermittent hearing loss,9,False,Pulmonology,"Condition_0, Condition_1",30
SYMP06034,intermittent chills,10,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP06035,mild constipation,3,False,Orthopedics,Condition_0,20
SYMP06036,persistent hearing loss,5,True,Surgery,Condition_0,49
SYMP06037,severe confusion,5,False,Emergency,"Condition_0, Condition_1, Condition_2",40
SYMP06038,mild tingling,9,False,Gastroenterology,Condition_0,13
SYMP06039,chronic sweating,7,True,Orthopedics,"Condition_0, Condition_1, Condition_2",49
SYMP06040,severe wheezing,10,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP06041,acute diarrhea,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",58
SYMP06042,sudden constipation,9,False,Cardiology,"Condition_0, Condition_1",27
SYMP06043,persistent hearing loss,4,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",5
SYMP06044,sudden ear,10,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP06045,severe muscle,6,False,Cardiology,"Condition_0, Condition_1",54
SYMP06046,moderate confusion,9,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP06047,severe blurred vision,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",55
SYMP06048,intermittent weight loss,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",20
SYMP06049,persistent back,10,True,ICU,Condition_0,10
SYMP06050,sudden bloating,6,False,Cardiology,"Condition_0, Condition_1",45
SYMP06051,persistent chest tightness,6,False,Orthopedics,"Condition_0, Condition_1",23
SYMP06052,moderate back,7,False,Surgery,"Condition_0, Condition_1, Condition_2",52
SYMP06053,sudden chest,4,False,Infectious Disease,Condition_0,7
SYMP06054,persistent rapid heartbeat,2,False,Surgery,"Condition_0, Condition_1",32
SYMP06055,moderate head,4,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",33
SYMP06056,severe nausea,3,False,Pulmonology,"Condition_0, Condition_1",14
SYMP06057,chronic vomiting,5,False,Cardiology,"Condition_0, Condition_1, Condition_2",17
SYMP06058,chronic eye,7,False,Orthopedics,Condition_0,22
SYMP06059,sudden nausea,6,True,Pulmonology,"Condition_0, Condition_1, Condition_2",40
SYMP06060,intermittent nausea,9,False,ICU,"Condition_0, Condition_1",12
SYMP06061,acute fever,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP06062,persistent ear,10,False,ICU,"Condition_0, Condition_1, Condition_2",25
SYMP06063,severe rapid heartbeat,7,False,Emergency,"Condition_0, Condition_1",2
SYMP06064,severe wheezing,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP06065,moderate ear,9,False,Neurology,Condition_0,37
SYMP06066,mild muscle,10,False,Emergency,"Condition_0, Condition_1",52
SYMP06067,moderate shortness of breath,10,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06068,mild blurred vision,8,False,Emergency,"Condition_0, Condition_1, Condition_2",55
SYMP06069,chronic hearing loss,1,False,Surgery,"Condition_0, Condition_1",3
SYMP06070,sudden numbness,4,False,Gastroenterology,"Condition_0, Condition_1",21
SYMP06071,intermittent fever,5,False,Neurology,"Condition_0, Condition_1",33
SYMP06072,acute confusion,1,False,Pulmonology,Condition_0,13
SYMP06073,severe loss of taste,3,True,Neurology,"Condition_0, Condition_1, Condition_2",2
SYMP06074,acute joint,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2",15
SYMP06075,acute joint,8,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP06076,chronic vomiting,3,False,Infectious Disease,"Condition_0, Condition_1",13
SYMP06077,acute blurred vision,10,False,Gastroenterology,"Condition_0, Condition_1",31
SYMP06078,mild weight loss,1,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",46
SYMP06079,persistent dizziness,5,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP06080,intermittent blurred vision,2,False,Neurology,"Condition_0, Condition_1, Condition_2",24
SYMP06081,intermittent eye,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",42
SYMP06082,chronic weight loss,2,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",7
SYMP06083,severe bloating,1,False,Surgery,Condition_0,6
SYMP06084,acute throat,3,False,Surgery,"Condition_0, Condition_1",35
SYMP06085,severe back,1,False,General Medicine,Condition_0,26
SYMP06086,persistent weakness,4,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",51
SYMP06087,chronic blurred vision,7,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",57
SYMP06088,mild loss of smell,9,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP06089,persistent back,10,True,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP06090,chronic abdominal,7,False,Surgery,Condition_0,18
SYMP06091,acute blurred vision,2,False,Emergency,"Condition_0, Condition_1, Condition_2",3
SYMP06092,severe constipation,4,False,Orthopedics,"Condition_0, Condition_1, Condition_2",3
SYMP06093,persistent confusion,9,False,Gastroenterology,"Condition_0, Condition_1",37
SYMP06094,intermittent weight loss,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2",37
SYMP06095,chronic dizziness,8,True,General Medicine,Condition_0,34
SYMP06096,acute vomiting,7,False,Cardiology,"Condition_0, Condition_1",47
SYMP06097,chronic shortness of breath,7,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP06098,severe head,10,True,Surgery,Condition_0,37
SYMP06099,acute weakness,6,False,Infectious Disease,Condition_0,10
SYMP06100,moderate head,6,False,Cardiology,"Condition_0, Condition_1",42
SYMP06101,severe shortness of breath,4,False,Emergency,Condition_0,50
SYMP06102,moderate wheezing,4,False,Gastroenterology,"Condition_0, Condition_1",38
SYMP06103,severe throat,9,False,ICU,Condition_0,2
SYMP06104,moderate seizure,4,False,Neurology,"Condition_0, Condition_1, Condition_2",29
SYMP06105,chronic vomiting,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP06106,chronic numbness,5,False,Cardiology,"Condition_0, Condition_1",38
SYMP06107,sudden vomiting,5,False,Pulmonology,Condition_0,54
SYMP06108,intermittent irregular heartbeat,10,False,Emergency,Condition_0,59
SYMP06109,intermittent chest,4,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",18
SYMP06110,sudden sweating,2,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP06111,mild back,6,False,Neurology,"Condition_0, Condition_1, Condition_2",51
SYMP06112,severe wheezing,4,False,Orthopedics,"Condition_0, Condition_1, Condition_2",38
SYMP06113,intermittent abdominal,5,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP06114,intermittent confusion,9,False,ICU,Condition_0,16
SYMP06115,acute confusion,8,True,Pulmonology,"Condition_0, Condition_1",23
SYMP06116,intermittent bloating,10,False,General Medicine,"Condition_0, Condition_1",28
SYMP06117,chronic hearing loss,5,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP06118,acute dizziness,8,False,Cardiology,"Condition_0, Condition_1",57
SYMP06119,acute back,7,True,Pulmonology,"Condition_0, Condition_1, Condition_2",51
SYMP06120,acute palpitations,8,False,ICU,Condition_0,55
SYMP06121,chronic seizure,1,False,Neurology,"Condition_0, Condition_1",19
SYMP06122,persistent fever,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP06123,mild rapid heartbeat,10,False,Gastroenterology,"Condition_0, Condition_1",1
SYMP06124,sudden loss of taste,10,False,ICU,"Condition_0, Condition_1, Condition_2",33
SYMP06125,moderate wheezing,10,True,Infectious Disease,Condition_0,15
SYMP06126,chronic bloating,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",34
SYMP06127,severe constipation,4,False,Pulmonology,"Condition_0, Condition_1",31
SYMP06128,acute dizziness,3,False,Cardiology,"Condition_0, Condition_1",55
SYMP06129,moderate eye,3,False,Pulmonology,Condition_0,39
SYMP06130,sudden seizure,9,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",24
SYMP06131,acute weight loss,1,False,Infectious Disease,"Condition_0, Condition_1",14
SYMP06132,acute difficulty breathing,2,False,Emergency,"Condition_0, Condition_1, Condition_2",38
SYMP06133,moderate sweating,7,False,General Medicine,Condition_0,38
SYMP06134,severe ear,4,False,Gastroenterology,"Condition_0, Condition_1",38
SYMP06135,mild fatigue,9,True,Orthopedics,Condition_0,5
SYMP06136,mild fever,10,False,Surgery,"Condition_0, Condition_1, Condition_2",8
SYMP06137,severe chills,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP06138,sudden chest tightness,9,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP06139,sudden sweating,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",31
SYMP06140,moderate fever,7,False,Cardiology,"Condition_0, Condition_1",31
SYMP06141,moderate irregular heartbeat,2,False,Gastroenterology,"Condition_0, Condition_1",39
SYMP06142,intermittent constipation,3,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP06143,mild ear,3,True,Pulmonology,Condition_0,53
SYMP06144,severe weakness,10,False,Orthopedics,"Condition_0, Condition_1",46
SYMP06145,sudden confusion,5,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",19
SYMP06146,acute bloating,9,True,Infectious Disease,Condition_0,10
SYMP06147,persistent dizziness,10,False,ICU,"Condition_0, Condition_1",50
SYMP06148,sudden confusion,5,False,ICU,Condition_0,49
SYMP06149,moderate palpitations,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP06150,mild loss of smell,3,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP06151,sudden seizure,6,False,ICU,"Condition_0, Condition_1, Condition_2",13
SYMP06152,severe sweating,6,True,Orthopedics,"Condition_0, Condition_1",57
SYMP06153,severe cough,8,False,Surgery,Condition_0,8
SYMP06154,mild seizure,8,False,Pulmonology,Condition_0,39
SYMP06155,moderate chills,2,False,Infectious Disease,"Condition_0, Condition_1",58
SYMP06156,persistent shortness of breath,1,False,General Medicine,Condition_0,32
SYMP06157,moderate wheezing,8,False,Emergency,"Condition_0, Condition_1",20
SYMP06158,acute wheezing,10,False,ICU,"Condition_0, Condition_1",31
SYMP06159,severe fever,2,False,ICU,"Condition_0, Condition_1",20
SYMP06160,mild loss of taste,4,True,Surgery,"Condition_0, Condition_1, Condition_2",54
SYMP06161,persistent rapid heartbeat,10,False,Orthopedics,"Condition_0, Condition_1",36
SYMP06162,intermittent weakness,7,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP06163,sudden vomiting,1,False,Infectious Disease,Condition_0,17
SYMP06164,moderate chest,5,False,Infectious Disease,"Condition_0, Condition_1",6
SYMP06165,chronic diarrhea,2,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP06166,sudden rapid heartbeat,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2",9
SYMP06167,acute shortness of breath,8,False,Infectious Disease,Condition_0,50
SYMP06168,mild tingling,6,False,Pulmonology,"Condition_0, Condition_1",25
SYMP06169,moderate joint,2,False,Cardiology,"Condition_0, Condition_1",14
SYMP06170,intermittent weight loss,6,True,Emergency,"Condition_0, Condition_1, Condition_2",26
SYMP06171,mild head,4,False,Emergency,Condition_0,18
SYMP06172,severe hearing loss,9,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP06173,mild eye,6,False,Gastroenterology,"Condition_0, Condition_1",39
SYMP06174,severe rapid heartbeat,4,False,Pulmonology,Condition_0,41
SYMP06175,acute head,9,True,Infectious Disease,"Condition_0, Condition_1",17
SYMP06176,persistent seizure,4,True,Emergency,Condition_0,5
SYMP06177,mild blurred vision,8,False,General Medicine,"Condition_0, Condition_1",46
SYMP06178,persistent bloating,5,True,Cardiology,"Condition_0, Condition_1",29
SYMP06179,moderate fever,6,False,Emergency,"Condition_0, Condition_1, Condition_2",5
SYMP06180,chronic muscle,9,False,Surgery,"Condition_0, Condition_1",51
SYMP06181,severe hearing loss,2,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP06182,sudden fatigue,6,False,Infectious Disease,Condition_0,43
SYMP06183,moderate throat,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP06184,mild cough,6,True,Orthopedics,"Condition_0, Condition_1",35
SYMP06185,sudden constipation,6,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP06186,sudden diarrhea,9,False,Surgery,"Condition_0, Condition_1",58
SYMP06187,mild bloating,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2",12
SYMP06188,acute fatigue,8,False,Cardiology,Condition_0,17
SYMP06189,mild bloating,1,False,Neurology,"Condition_0, Condition_1, Condition_2",20
SYMP06190,mild seizure,3,False,Pulmonology,"Condition_0, Condition_1",35
SYMP06191,sudden weakness,3,False,Emergency,Condition_0,44
SYMP06192,acute diarrhea,1,False,Pulmonology,Condition_0,12
SYMP06193,mild fatigue,5,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",31
SYMP06194,chronic shortness of breath,9,False,Cardiology,"Condition_0, Condition_1, Condition_2",35
SYMP06195,chronic bloating,6,False,Gastroenterology,"Condition_0, Condition_1",16
SYMP06196,chronic bloating,8,False,Orthopedics,Condition_0,43
SYMP06197,persistent hearing loss,10,False,Orthopedics,"Condition_0, Condition_1",46
SYMP06198,persistent fatigue,7,True,General Medicine,"Condition_0, Condition_1, Condition_2",1
SYMP06199,moderate constipation,7,False,General Medicine,Condition_0,37
SYMP06200,chronic difficulty breathing,9,False,Emergency,Condition_0,38
SYMP06201,mild abdominal,8,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP06202,acute ear,9,True,Surgery,"Condition_0, Condition_1",41
SYMP06203,acute chest tightness,3,False,Surgery,Condition_0,43
SYMP06204,chronic weight loss,1,False,Surgery,Condition_0,1
SYMP06205,mild throat,3,False,Surgery,"Condition_0, Condition_1, Condition_2",45
SYMP06206,severe rapid heartbeat,8,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP06207,severe wheezing,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP06208,acute hearing loss,8,False,Neurology,Condition_0,10
SYMP06209,persistent sweating,5,False,Pulmonology,"Condition_0, Condition_1",42
SYMP06210,acute shortness of breath,2,False,Neurology,"Condition_0, Condition_1",55
SYMP06211,sudden dizziness,5,False,Emergency,"Condition_0, Condition_1, Condition_2",32
SYMP06212,sudden ear,10,False,General Medicine,Condition_0,26
SYMP06213,intermittent ear,9,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP06214,sudden diarrhea,8,True,Surgery,"Condition_0, Condition_1, Condition_2",27
SYMP06215,persistent hearing loss,9,True,Orthopedics,"Condition_0, Condition_1",7
SYMP06216,mild muscle,8,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP06217,mild head,3,False,Gastroenterology,Condition_0,28
SYMP06218,moderate muscle,10,True,ICU,Condition_0,50
SYMP06219,severe vomiting,6,False,General Medicine,"Condition_0, Condition_1",2
SYMP06220,acute chills,3,False,Infectious Disease,Condition_0,41
