Doctor_ID,Specialization,Subspecialty,Experience_Years,Max_Patients_Per_Hour,Critical_Case_Certified,Performance_Score,Preferred_Case_Types,Consultation_Fee,Availability_Hours_Per_Week
DOC05459,Gastroenterology,Gastroenterology General,4,4,No,6.0,Gastroenterology Cases,2226,45
DOC05460,Gastroenterology,Gastroenterology General,1,4,No,5.5,Gastroenterology Cases,1243,47
DOC05461,Gastroenterology,Gastroenterology General,2,4,No,5.0,Gastroenterology Cases,3482,42
DOC05462,Gastroenterology,Gastroenterology General,4,4,No,6.7,Gastroenterology Cases,1782,45
DOC05463,Gastroenterology,Gastroenterology General,3,4,No,6.2,Gastroenterology Cases,1282,40
DOC05464,Gastroenterology,Gastroenterology General,15,4,No,10.0,Gastroenterology Cases,1809,62
DOC05465,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,695,78
DOC05466,Gastroenterology,Gastroenterology General,5,4,No,6.4,Gastroenterology Cases,3555,77
DOC05467,Gastroenterology,Gastroenterology General,1,4,No,6.6,Gastroenterology Cases,1333,75
DOC05468,Gastroenterology,Gastroenterology General,1,4,No,6.3,Gastroenterology Cases,4718,54
DOC05469,Gastroenterology,Gastroenterology General,2,4,No,6.3,Gastroenterology Cases,2891,58
DOC05470,Gastroenterology,Gastroenterology General,10,4,No,7.8,Gastroenterology Cases,1351,60
DOC05471,Gastroenterology,Gastroenterology General,4,4,No,5.8,Gastroenterology Cases,546,62
DOC05472,Gastroenterology,Gastroenterology General,1,4,No,5.4,Gastroenterology Cases,4217,74
DOC05473,Gastroenterology,Gastroenterology General,1,4,No,5.3,Gastroenterology Cases,3630,44
DOC05474,Gastroenterology,Gastroenterology General,7,4,No,7.0,Gastroenterology Cases,4201,49
DOC05475,Gastroenterology,Gastroenterology General,1,4,No,5.0,Gastroenterology Cases,1277,56
DOC05476,Gastroenterology,Gastroenterology General,1,4,No,6.4,Gastroenterology Cases,4269,54
DOC05477,Gastroenterology,Gastroenterology General,21,4,No,9.9,Gastroenterology Cases,2851,55
DOC05478,Gastroenterology,Gastroenterology General,12,4,No,8.9,Gastroenterology Cases,2331,68
DOC05479,Gastroenterology,Gastroenterology General,12,4,No,8.1,Gastroenterology Cases,2553,69
DOC05480,Gastroenterology,Gastroenterology General,35,4,No,10.0,Gastroenterology Cases,3198,49
DOC05481,Gastroenterology,Gastroenterology General,3,4,No,6.6,Gastroenterology Cases,1929,75
DOC05482,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,2460,74
DOC05483,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,973,60
DOC05484,Gastroenterology,Gastroenterology General,4,4,No,6.4,Gastroenterology Cases,3007,42
DOC05485,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,4794,70
DOC05486,Gastroenterology,Gastroenterology General,1,4,No,6.3,Gastroenterology Cases,2903,73
DOC05487,Gastroenterology,Gastroenterology General,3,4,No,5.3,Gastroenterology Cases,2999,74
DOC05488,Gastroenterology,Gastroenterology General,2,4,No,5.9,Gastroenterology Cases,3016,72
DOC05489,Gastroenterology,Gastroenterology General,2,4,No,5.6,Gastroenterology Cases,843,62
DOC05490,Gastroenterology,Gastroenterology General,5,4,No,6.4,Gastroenterology Cases,2257,53
DOC05491,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,1654,69
DOC05492,Gastroenterology,Gastroenterology General,20,4,No,9.7,Gastroenterology Cases,710,65
DOC05493,Gastroenterology,Gastroenterology General,6,4,No,6.2,Gastroenterology Cases,1574,51
DOC05494,Gastroenterology,Gastroenterology General,2,4,No,5.2,Gastroenterology Cases,3808,76
DOC05495,Gastroenterology,Gastroenterology General,10,4,No,8.1,Gastroenterology Cases,2676,53
DOC05496,Gastroenterology,Gastroenterology General,8,4,No,7.6,Gastroenterology Cases,1305,72
DOC05497,Gastroenterology,Gastroenterology General,6,4,No,7.7,Gastroenterology Cases,2738,41
DOC05498,Gastroenterology,Gastroenterology General,8,4,No,8.2,Gastroenterology Cases,3042,66
DOC05499,Gastroenterology,Gastroenterology General,13,4,No,8.1,Gastroenterology Cases,3633,44
DOC05500,Gastroenterology,Gastroenterology General,13,4,No,8.2,Gastroenterology Cases,2698,45
DOC05501,Gastroenterology,Gastroenterology General,3,4,No,5.3,Gastroenterology Cases,1660,78
DOC05502,Gastroenterology,Gastroenterology General,12,4,No,7.6,Gastroenterology Cases,3302,73
DOC05503,Gastroenterology,Gastroenterology General,4,4,No,6.8,Gastroenterology Cases,3136,69
DOC05504,Gastroenterology,Gastroenterology General,31,4,No,10.0,Gastroenterology Cases,3597,77
DOC05505,Gastroenterology,Gastroenterology General,6,4,No,7.7,Gastroenterology Cases,2323,75
DOC05506,Gastroenterology,Gastroenterology General,8,4,No,7.9,Gastroenterology Cases,2359,40
DOC05507,Gastroenterology,Gastroenterology General,3,4,No,5.5,Gastroenterology Cases,4491,40
DOC05508,Gastroenterology,Gastroenterology General,25,4,No,10.0,Gastroenterology Cases,4938,72
DOC05509,Gastroenterology,Gastroenterology General,15,4,No,9.5,Gastroenterology Cases,2373,67
DOC05510,Gastroenterology,Gastroenterology General,14,4,No,9.1,Gastroenterology Cases,3021,67
DOC05511,Gastroenterology,Gastroenterology General,4,4,No,5.7,Gastroenterology Cases,2120,59
DOC05512,Gastroenterology,Gastroenterology General,6,4,No,6.4,Gastroenterology Cases,2449,64
DOC05513,Gastroenterology,Gastroenterology General,9,4,No,7.1,Gastroenterology Cases,3661,50
DOC05514,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,1757,47
DOC05515,Gastroenterology,Gastroenterology General,2,4,No,5.2,Gastroenterology Cases,641,50
DOC05516,Gastroenterology,Gastroenterology General,11,4,No,7.9,Gastroenterology Cases,2063,42
DOC05517,Gastroenterology,Gastroenterology General,4,4,No,5.8,Gastroenterology Cases,4922,45
DOC05518,Gastroenterology,Gastroenterology General,19,4,No,10.0,Gastroenterology Cases,4206,40
DOC05519,Gastroenterology,Gastroenterology General,6,4,No,7.8,Gastroenterology Cases,2178,42
DOC05520,Gastroenterology,Gastroenterology General,7,4,No,6.5,Gastroenterology Cases,1096,55
DOC05521,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,3495,61
DOC05522,Gastroenterology,Gastroenterology General,1,4,No,5.6,Gastroenterology Cases,2279,65
DOC05523,Gastroenterology,Gastroenterology General,4,4,No,6.8,Gastroenterology Cases,1809,42
DOC05524,Gastroenterology,Gastroenterology General,13,4,No,8.7,Gastroenterology Cases,4737,79
DOC05525,Gastroenterology,Gastroenterology General,6,4,No,7.5,Gastroenterology Cases,2776,55
DOC05526,Gastroenterology,Gastroenterology General,15,4,No,10.0,Gastroenterology Cases,789,41
DOC05527,Gastroenterology,Gastroenterology General,14,4,No,9.2,Gastroenterology Cases,2378,74
DOC05528,Gastroenterology,Gastroenterology General,6,4,No,7.4,Gastroenterology Cases,1497,45
DOC05529,Gastroenterology,Gastroenterology General,19,4,No,9.3,Gastroenterology Cases,1316,68
DOC05530,Gastroenterology,Gastroenterology General,17,4,No,9.8,Gastroenterology Cases,4216,40
DOC05531,Gastroenterology,Gastroenterology General,5,4,No,6.3,Gastroenterology Cases,867,51
DOC05532,Gastroenterology,Gastroenterology General,2,4,No,5.8,Gastroenterology Cases,2316,40
DOC05533,Gastroenterology,Gastroenterology General,5,4,No,6.1,Gastroenterology Cases,1972,72
DOC05534,Gastroenterology,Gastroenterology General,6,4,No,6.8,Gastroenterology Cases,2999,41
DOC05535,Gastroenterology,Gastroenterology General,1,4,No,5.1,Gastroenterology Cases,2347,62
DOC05536,Gastroenterology,Gastroenterology General,4,4,No,6.2,Gastroenterology Cases,1895,57
DOC05537,Gastroenterology,Gastroenterology General,5,4,No,7.7,Gastroenterology Cases,2836,66
DOC05538,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,3275,60
DOC05539,Gastroenterology,Gastroenterology General,9,4,No,8.3,Gastroenterology Cases,4706,44
DOC05540,Gastroenterology,Gastroenterology General,15,4,No,9.9,Gastroenterology Cases,4434,78
DOC05541,Gastroenterology,Gastroenterology General,27,4,No,10.0,Gastroenterology Cases,3836,56
DOC05542,Gastroenterology,Gastroenterology General,9,4,No,8.6,Gastroenterology Cases,3190,52
DOC05543,Gastroenterology,Gastroenterology General,8,4,No,8.4,Gastroenterology Cases,4288,76
DOC05544,Gastroenterology,Gastroenterology General,5,4,No,6.7,Gastroenterology Cases,2736,53
DOC05545,Gastroenterology,Gastroenterology General,12,4,No,7.5,Gastroenterology Cases,3920,50
DOC05546,Gastroenterology,Gastroenterology General,10,4,No,8.5,Gastroenterology Cases,3345,72
DOC05547,Gastroenterology,Gastroenterology General,3,4,No,6.3,Gastroenterology Cases,4587,50
DOC05548,Gastroenterology,Gastroenterology General,6,4,No,6.6,Gastroenterology Cases,3325,47
DOC05549,Gastroenterology,Gastroenterology General,20,4,No,10.0,Gastroenterology Cases,910,59
DOC05550,Gastroenterology,Gastroenterology General,4,4,No,6.6,Gastroenterology Cases,1565,41
DOC05551,Gastroenterology,Gastroenterology General,8,4,No,7.9,Gastroenterology Cases,786,72
DOC05552,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,1172,42
DOC05553,Gastroenterology,Gastroenterology General,6,4,No,6.6,Gastroenterology Cases,1769,66
DOC05554,Gastroenterology,Gastroenterology General,14,4,No,8.2,Gastroenterology Cases,3229,56
DOC05555,Gastroenterology,Gastroenterology General,6,4,No,7.1,Gastroenterology Cases,3924,41
DOC05556,Gastroenterology,Gastroenterology General,33,4,No,10.0,Gastroenterology Cases,4550,53
DOC05557,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,977,40
DOC05558,Gastroenterology,Gastroenterology General,12,4,No,9.5,Gastroenterology Cases,1741,69
DOC05559,Gastroenterology,Gastroenterology General,17,4,No,9.0,Gastroenterology Cases,1196,69
DOC05560,Gastroenterology,Gastroenterology General,5,4,No,6.9,Gastroenterology Cases,1782,49
DOC05561,Gastroenterology,Gastroenterology General,11,4,No,8.3,Gastroenterology Cases,1983,76
DOC05562,Gastroenterology,Gastroenterology General,3,4,No,6.2,Gastroenterology Cases,2752,58
DOC05563,Gastroenterology,Gastroenterology General,11,4,No,7.9,Gastroenterology Cases,3408,56
DOC05564,Gastroenterology,Gastroenterology General,13,4,No,8.7,Gastroenterology Cases,4900,57
DOC05565,Gastroenterology,Gastroenterology General,4,4,No,6.6,Gastroenterology Cases,4551,43
DOC05566,Gastroenterology,Gastroenterology General,8,4,No,7.9,Gastroenterology Cases,4142,74
DOC05567,Gastroenterology,Gastroenterology General,2,4,No,6.6,Gastroenterology Cases,4129,53
DOC05568,Gastroenterology,Gastroenterology General,3,4,No,6.4,Gastroenterology Cases,1020,60
DOC05569,Gastroenterology,Gastroenterology General,39,4,No,10.0,Gastroenterology Cases,674,48
DOC05570,Gastroenterology,Gastroenterology General,8,4,No,6.5,Gastroenterology Cases,2018,55
DOC05571,Gastroenterology,Gastroenterology General,1,4,No,6.0,Gastroenterology Cases,4935,52
DOC05572,Gastroenterology,Gastroenterology General,5,4,No,7.5,Gastroenterology Cases,2098,47
DOC05573,Gastroenterology,Gastroenterology General,8,4,No,8.4,Gastroenterology Cases,3311,69
DOC05574,Gastroenterology,Gastroenterology General,13,4,No,9.1,Gastroenterology Cases,2897,47
DOC05575,Gastroenterology,Gastroenterology General,5,4,No,7.3,Gastroenterology Cases,2421,66
DOC05576,Gastroenterology,Gastroenterology General,20,4,No,9.5,Gastroenterology Cases,2659,66
DOC05577,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,1406,70
DOC05578,Gastroenterology,Gastroenterology General,32,4,No,10.0,Gastroenterology Cases,2572,57
DOC05579,Gastroenterology,Gastroenterology General,3,4,No,5.9,Gastroenterology Cases,3200,63
DOC05580,Gastroenterology,Gastroenterology General,2,4,No,6.8,Gastroenterology Cases,570,73
DOC05581,Gastroenterology,Gastroenterology General,3,4,No,6.7,Gastroenterology Cases,2469,54
DOC05582,Gastroenterology,Gastroenterology General,14,4,No,8.3,Gastroenterology Cases,3649,72
DOC05583,Gastroenterology,Gastroenterology General,1,4,No,5.1,Gastroenterology Cases,4288,65
DOC05584,Gastroenterology,Gastroenterology General,10,4,No,7.9,Gastroenterology Cases,2179,53
DOC05585,Gastroenterology,Gastroenterology General,17,4,No,9.5,Gastroenterology Cases,2936,75
DOC05586,Gastroenterology,Gastroenterology General,11,4,No,8.8,Gastroenterology Cases,4507,78
DOC05587,Gastroenterology,Gastroenterology General,2,4,No,6.3,Gastroenterology Cases,3164,79
DOC05588,Gastroenterology,Gastroenterology General,3,4,No,6.3,Gastroenterology Cases,4843,44
DOC05589,Gastroenterology,Gastroenterology General,4,4,No,7.1,Gastroenterology Cases,4667,65
DOC05590,Gastroenterology,Gastroenterology General,6,4,No,7.4,Gastroenterology Cases,2790,67
DOC05591,Gastroenterology,Gastroenterology General,4,4,No,5.9,Gastroenterology Cases,2765,74
DOC05592,Gastroenterology,Gastroenterology General,5,4,No,7.1,Gastroenterology Cases,2466,73
DOC05593,Gastroenterology,Gastroenterology General,1,4,No,5.8,Gastroenterology Cases,1636,44
DOC05594,Gastroenterology,Gastroenterology General,9,4,No,6.8,Gastroenterology Cases,3420,75
DOC05595,Gastroenterology,Gastroenterology General,1,4,No,6.7,Gastroenterology Cases,1575,67
DOC05596,Gastroenterology,Gastroenterology General,1,4,No,5.5,Gastroenterology Cases,2123,50
DOC05597,Gastroenterology,Gastroenterology General,4,4,No,7.5,Gastroenterology Cases,2036,52
DOC05598,Gastroenterology,Gastroenterology General,32,4,No,10.0,Gastroenterology Cases,4960,48
DOC05599,Gastroenterology,Gastroenterology General,8,4,No,7.2,Gastroenterology Cases,594,52
DOC05600,Gastroenterology,Gastroenterology General,39,4,No,10.0,Gastroenterology Cases,1014,69
DOC05601,Gastroenterology,Gastroenterology General,9,4,No,7.8,Gastroenterology Cases,511,59
DOC05602,Gastroenterology,Gastroenterology General,6,4,No,6.2,Gastroenterology Cases,4744,70
DOC05603,Gastroenterology,Gastroenterology General,17,4,No,8.8,Gastroenterology Cases,3062,47
DOC05604,Gastroenterology,Gastroenterology General,8,4,No,7.4,Gastroenterology Cases,4370,44
DOC05605,Gastroenterology,Gastroenterology General,13,4,No,9.5,Gastroenterology Cases,3695,76
DOC05606,Gastroenterology,Gastroenterology General,1,4,No,5.9,Gastroenterology Cases,3036,44
DOC05607,Gastroenterology,Gastroenterology General,12,4,No,8.1,Gastroenterology Cases,3570,53
DOC05608,Gastroenterology,Gastroenterology General,1,4,No,5.9,Gastroenterology Cases,641,78
DOC05609,Gastroenterology,Gastroenterology General,8,4,No,8.3,Gastroenterology Cases,856,65
DOC05610,Gastroenterology,Gastroenterology General,3,4,No,6.3,Gastroenterology Cases,1381,45
DOC05611,Gastroenterology,Gastroenterology General,14,4,No,9.7,Gastroenterology Cases,3617,49
DOC05612,Gastroenterology,Gastroenterology General,5,4,No,6.9,Gastroenterology Cases,4840,65
DOC05613,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,3497,64
DOC05614,Gastroenterology,Gastroenterology General,3,4,No,6.8,Gastroenterology Cases,1268,78
DOC05615,Gastroenterology,Gastroenterology General,3,4,No,5.8,Gastroenterology Cases,4377,52
DOC05616,Gastroenterology,Gastroenterology General,8,4,No,6.6,Gastroenterology Cases,2455,43
DOC05617,Gastroenterology,Gastroenterology General,6,4,No,7.6,Gastroenterology Cases,3437,64
DOC05618,Gastroenterology,Gastroenterology General,7,4,No,7.7,Gastroenterology Cases,3741,78
DOC05619,Gastroenterology,Gastroenterology General,12,4,No,8.2,Gastroenterology Cases,1449,61
DOC05620,Gastroenterology,Gastroenterology General,13,4,No,9.1,Gastroenterology Cases,4669,40
DOC05621,Gastroenterology,Gastroenterology General,13,4,No,9.6,Gastroenterology Cases,2607,63
DOC05622,Gastroenterology,Gastroenterology General,12,4,No,8.1,Gastroenterology Cases,696,55
DOC05623,Gastroenterology,Gastroenterology General,19,4,No,9.8,Gastroenterology Cases,2363,42
DOC05624,Gastroenterology,Gastroenterology General,22,4,No,10.0,Gastroenterology Cases,2678,57
DOC05625,Gastroenterology,Gastroenterology General,3,4,No,6.6,Gastroenterology Cases,826,50
DOC05626,Gastroenterology,Gastroenterology General,5,4,No,7.7,Gastroenterology Cases,1221,77
DOC05627,Gastroenterology,Gastroenterology General,3,4,No,5.6,Gastroenterology Cases,3276,50
DOC05628,Gastroenterology,Gastroenterology General,6,4,No,7.8,Gastroenterology Cases,546,59
DOC05629,Gastroenterology,Gastroenterology General,1,4,No,6.6,Gastroenterology Cases,1632,74
DOC05630,Gastroenterology,Gastroenterology General,10,4,No,8.4,Gastroenterology Cases,3442,48
DOC05631,Gastroenterology,Gastroenterology General,2,4,No,6.4,Gastroenterology Cases,828,74
DOC05632,Gastroenterology,Gastroenterology General,15,4,No,8.8,Gastroenterology Cases,3528,47
DOC05633,Gastroenterology,Gastroenterology General,2,4,No,5.2,Gastroenterology Cases,644,40
DOC05634,Gastroenterology,Gastroenterology General,13,4,No,9.6,Gastroenterology Cases,1769,69
DOC05635,Gastroenterology,Gastroenterology General,1,4,No,5.5,Gastroenterology Cases,1525,70
DOC05636,Gastroenterology,Gastroenterology General,8,4,No,7.4,Gastroenterology Cases,1024,61
DOC05637,Gastroenterology,Gastroenterology General,1,4,No,5.0,Gastroenterology Cases,3069,47
DOC05638,Gastroenterology,Gastroenterology General,1,4,No,5.0,Gastroenterology Cases,3837,60
DOC05639,Gastroenterology,Gastroenterology General,11,4,No,8.1,Gastroenterology Cases,2006,61
DOC05640,Gastroenterology,Gastroenterology General,20,4,No,10.0,Gastroenterology Cases,3771,64
DOC05641,Gastroenterology,Gastroenterology General,16,4,No,9.9,Gastroenterology Cases,3749,77
DOC05642,Gastroenterology,Gastroenterology General,6,4,No,6.8,Gastroenterology Cases,1311,50
DOC05643,Gastroenterology,Gastroenterology General,4,4,No,6.7,Gastroenterology Cases,3454,69
DOC05644,Gastroenterology,Gastroenterology General,8,4,No,7.1,Gastroenterology Cases,705,41
DOC05645,Gastroenterology,Gastroenterology General,6,4,No,6.9,Gastroenterology Cases,1886,60
DOC05646,Gastroenterology,Gastroenterology General,7,4,No,7.4,Gastroenterology Cases,4212,72
DOC05647,Gastroenterology,Gastroenterology General,6,4,No,7.6,Gastroenterology Cases,515,42
DOC05648,Gastroenterology,Gastroenterology General,3,4,No,6.7,Gastroenterology Cases,4213,58
DOC05649,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,4864,41
DOC05650,Gastroenterology,Gastroenterology General,8,4,No,8.2,Gastroenterology Cases,3422,47
DOC05651,Gastroenterology,Gastroenterology General,3,4,No,6.2,Gastroenterology Cases,1005,61
DOC05652,Gastroenterology,Gastroenterology General,11,4,No,9.0,Gastroenterology Cases,3071,42
DOC05653,Gastroenterology,Gastroenterology General,6,4,No,6.3,Gastroenterology Cases,2011,43
DOC05654,Gastroenterology,Gastroenterology General,10,4,No,8.1,Gastroenterology Cases,2761,70
DOC05655,Gastroenterology,Gastroenterology General,3,4,No,5.9,Gastroenterology Cases,1184,71
DOC05656,Gastroenterology,Gastroenterology General,3,4,No,5.5,Gastroenterology Cases,4262,45
DOC05657,Gastroenterology,Gastroenterology General,1,4,No,5.3,Gastroenterology Cases,3694,69
DOC05658,Gastroenterology,Gastroenterology General,11,4,No,7.5,Gastroenterology Cases,1356,74
DOC05659,Gastroenterology,Gastroenterology General,5,4,No,6.8,Gastroenterology Cases,4689,57
DOC05660,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,3289,71
DOC05661,Gastroenterology,Gastroenterology General,15,4,No,9.1,Gastroenterology Cases,542,55
DOC05662,Gastroenterology,Gastroenterology General,3,4,No,7.0,Gastroenterology Cases,1465,73
DOC05663,Gastroenterology,Gastroenterology General,4,4,No,6.1,Gastroenterology Cases,3224,70
DOC05664,Gastroenterology,Gastroenterology General,4,4,No,6.4,Gastroenterology Cases,1398,50
DOC05665,Gastroenterology,Gastroenterology General,14,4,No,8.5,Gastroenterology Cases,3553,44
DOC05666,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,3554,63
DOC05667,Gastroenterology,Gastroenterology General,12,4,No,8.6,Gastroenterology Cases,2428,45
DOC05668,Gastroenterology,Gastroenterology General,3,4,No,5.5,Gastroenterology Cases,3332,56
DOC05669,Gastroenterology,Gastroenterology General,1,4,No,5.8,Gastroenterology Cases,1293,52
DOC05670,Gastroenterology,Gastroenterology General,15,4,No,9.2,Gastroenterology Cases,2431,57
DOC05671,Gastroenterology,Gastroenterology General,2,4,No,6.8,Gastroenterology Cases,2849,69
DOC05672,Gastroenterology,Gastroenterology General,2,4,No,6.3,Gastroenterology Cases,1295,75
DOC05673,Gastroenterology,Gastroenterology General,4,4,No,5.5,Gastroenterology Cases,2615,49
DOC05674,Gastroenterology,Gastroenterology General,4,4,No,7.0,Gastroenterology Cases,2158,64
DOC05675,Gastroenterology,Gastroenterology General,12,4,No,8.9,Gastroenterology Cases,2316,54
DOC05676,Gastroenterology,Gastroenterology General,11,4,No,7.6,Gastroenterology Cases,1418,45
DOC05677,Gastroenterology,Gastroenterology General,1,4,No,5.0,Gastroenterology Cases,2658,51
DOC05678,Gastroenterology,Gastroenterology General,2,4,No,5.4,Gastroenterology Cases,4009,50
DOC05679,Gastroenterology,Gastroenterology General,35,4,No,10.0,Gastroenterology Cases,3682,62
DOC05680,Gastroenterology,Gastroenterology General,2,4,No,6.2,Gastroenterology Cases,1681,75
DOC05681,Gastroenterology,Gastroenterology General,2,4,No,5.6,Gastroenterology Cases,2659,55
DOC05682,Gastroenterology,Gastroenterology General,9,4,No,6.9,Gastroenterology Cases,2966,66
DOC05683,Gastroenterology,Gastroenterology General,7,4,No,7.9,Gastroenterology Cases,3514,44
DOC05684,Gastroenterology,Gastroenterology General,12,4,No,7.9,Gastroenterology Cases,2371,64
DOC05685,Gastroenterology,Gastroenterology General,17,4,No,8.9,Gastroenterology Cases,2923,46
DOC05686,Gastroenterology,Gastroenterology General,4,4,No,7.1,Gastroenterology Cases,3119,57
DOC05687,Gastroenterology,Gastroenterology General,13,4,No,9.3,Gastroenterology Cases,4635,41
DOC05688,Gastroenterology,Gastroenterology General,4,4,No,6.5,Gastroenterology Cases,3904,58
DOC05689,Gastroenterology,Gastroenterology General,2,4,No,6.9,Gastroenterology Cases,645,72
DOC05690,Gastroenterology,Gastroenterology General,18,4,No,10.0,Gastroenterology Cases,702,64
DOC05691,Gastroenterology,Gastroenterology General,2,4,No,6.1,Gastroenterology Cases,754,71
DOC05692,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,1918,76
DOC05693,Gastroenterology,Gastroenterology General,34,4,No,10.0,Gastroenterology Cases,1858,58
DOC05694,Gastroenterology,Gastroenterology General,20,4,No,10.0,Gastroenterology Cases,4973,55
DOC05695,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,4302,51
DOC05696,Gastroenterology,Gastroenterology General,19,4,No,9.5,Gastroenterology Cases,994,63
DOC05697,Gastroenterology,Gastroenterology General,11,4,No,7.8,Gastroenterology Cases,738,55
DOC05698,Gastroenterology,Gastroenterology General,2,4,No,5.2,Gastroenterology Cases,4074,74
DOC05699,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,2126,60
DOC05700,Gastroenterology,Gastroenterology General,3,4,No,6.8,Gastroenterology Cases,4278,67
DOC05701,Gastroenterology,Gastroenterology General,18,4,No,10.0,Gastroenterology Cases,2693,61
DOC05702,Gastroenterology,Gastroenterology General,38,4,No,10.0,Gastroenterology Cases,3623,77
DOC05703,Gastroenterology,Gastroenterology General,11,4,No,8.0,Gastroenterology Cases,3286,69
DOC05704,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,1344,54
DOC05705,Gastroenterology,Gastroenterology General,10,4,No,7.7,Gastroenterology Cases,4118,40
DOC05706,Gastroenterology,Gastroenterology General,8,4,No,7.2,Gastroenterology Cases,2960,55
DOC05707,Gastroenterology,Gastroenterology General,39,4,No,10.0,Gastroenterology Cases,1847,44
DOC05708,Gastroenterology,Gastroenterology General,2,4,No,5.9,Gastroenterology Cases,2333,63
DOC05709,Gastroenterology,Gastroenterology General,2,4,No,5.5,Gastroenterology Cases,3036,76
DOC05710,Gastroenterology,Gastroenterology General,1,4,No,5.1,Gastroenterology Cases,4059,62
DOC05711,Gastroenterology,Gastroenterology General,2,4,No,5.1,Gastroenterology Cases,3406,60
DOC05712,Gastroenterology,Gastroenterology General,6,4,No,8.0,Gastroenterology Cases,4411,65
DOC05713,Gastroenterology,Gastroenterology General,1,4,No,5.7,Gastroenterology Cases,2946,65
DOC05714,Gastroenterology,Gastroenterology General,22,4,No,10.0,Gastroenterology Cases,500,48
DOC05715,Gastroenterology,Gastroenterology General,13,4,No,8.8,Gastroenterology Cases,3552,78
DOC05716,Gastroenterology,Gastroenterology General,1,4,No,5.5,Gastroenterology Cases,1332,69
DOC05717,Gastroenterology,Gastroenterology General,14,4,No,9.3,Gastroenterology Cases,3028,49
DOC05718,Gastroenterology,Gastroenterology General,3,4,No,5.6,Gastroenterology Cases,3571,62
DOC05719,Gastroenterology,Gastroenterology General,7,4,No,7.1,Gastroenterology Cases,3900,45
DOC05720,Gastroenterology,Gastroenterology General,2,4,No,6.4,Gastroenterology Cases,4439,57
DOC05721,Gastroenterology,Gastroenterology General,7,4,No,7.3,Gastroenterology Cases,3561,71
DOC05722,Gastroenterology,Gastroenterology General,5,4,No,7.2,Gastroenterology Cases,3404,70
DOC05723,Gastroenterology,Gastroenterology General,1,4,No,5.9,Gastroenterology Cases,4876,61
DOC05724,Gastroenterology,Gastroenterology General,2,4,No,5.8,Gastroenterology Cases,3654,71
DOC05725,Gastroenterology,Gastroenterology General,9,4,No,6.9,Gastroenterology Cases,3579,68
DOC05726,Gastroenterology,Gastroenterology General,16,4,No,9.3,Gastroenterology Cases,3882,65
DOC05727,Gastroenterology,Gastroenterology General,20,4,No,10.0,Gastroenterology Cases,4042,51
DOC05728,Gastroenterology,Gastroenterology General,9,4,No,8.1,Gastroenterology Cases,4995,77
DOC05729,Gastroenterology,Gastroenterology General,22,4,No,10.0,Gastroenterology Cases,3807,66
DOC05730,Gastroenterology,Gastroenterology General,7,4,No,7.0,Gastroenterology Cases,3969,57
DOC05731,Gastroenterology,Gastroenterology General,6,4,No,6.3,Gastroenterology Cases,2958,41
DOC05732,Gastroenterology,Gastroenterology General,6,4,No,7.9,Gastroenterology Cases,4472,42
DOC05733,Gastroenterology,Gastroenterology General,12,4,No,9.3,Gastroenterology Cases,767,51
DOC05734,Gastroenterology,Gastroenterology General,5,4,No,6.0,Gastroenterology Cases,2330,68
DOC05735,Gastroenterology,Gastroenterology General,12,4,No,8.5,Gastroenterology Cases,3942,72
DOC05736,Gastroenterology,Gastroenterology General,13,4,No,8.7,Gastroenterology Cases,3129,41
DOC05737,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,4630,61
DOC05738,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,2622,41
DOC05739,Gastroenterology,Gastroenterology General,17,4,No,9.0,Gastroenterology Cases,4700,56
DOC05740,Gastroenterology,Gastroenterology General,8,4,No,7.0,Gastroenterology Cases,3249,45
DOC05741,Gastroenterology,Gastroenterology General,7,4,No,6.3,Gastroenterology Cases,2420,44
DOC05742,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,1282,61
