Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND04981,Concussion Moderate Generalized,Neurological,2,Pulmonology,No,No,94,Moderate,Moderate
COND04982,Contusion Moderate Compound,Trauma,6,General Medicine,No,No,50,Moderate,Moderate
COND04983,Arrhythmia Moderate Stage 1,Cardiac,8,Infectious Disease,Yes,No,127,Low,Moderate
COND04984,IBD Chronic Type A,Gastrointestinal,7,Emergency,Yes,No,161,Moderate,Fast
COND04985,Head Injury Minor 3rd Degree,Trauma,2,Pulmonology,Yes,No,175,Moderate,Slow
COND04986,Cardiomyopathy Chronic Grade III,Cardiac,10,Pulmonology,Yes,No,69,Moderate,Slow
COND04987,Cellulitis Acute Community Acquired,Infection,9,General Medicine,No,No,14,Low,Moderate
COND04988,Dengue Mild Gram Positive,Infection,4,Orthopedics,Yes,No,167,Low,Slow
COND04989,Arrhythmia Acute Grade I,Cardiac,8,General Medicine,No,Yes,84,Low,Fast
COND04990,Laceration Major Compound,Trauma,10,ICU,No,No,36,Low,Moderate
COND04991,Parkinsons Mild Secondary,Neurological,7,Orthopedics,No,Yes,63,Moderate,Moderate
COND04992,Myocardial Infarction Unstable Type A,Cardiac,10,Cardiology,No,No,60,Low,Moderate
COND04993,Blood Infection Chronic Community Acquired,Infection,4,Surgery,No,No,115,Low,Slow
COND04994,Spinal Injury Mild Closed,Trauma,8,Neurology,Yes,No,96,Low,Fast
COND04995,Cardiomyopathy Mild Stage 1,Cardiac,5,Surgery,No,No,68,Low,Slow
COND04996,Hypertension Moderate Grade I,Cardiac,6,Orthopedics,No,No,152,High,Slow
COND04997,Vertigo Chronic Secondary,Neurological,4,Orthopedics,No,No,96,Low,Moderate
COND04998,Atrial Fibrillation Stable Type B,Cardiac,2,Pulmonology,No,No,134,Low,Fast
COND04999,Pericarditis Mild Grade III,Cardiac,8,Neurology,Yes,Yes,72,Low,Moderate
COND05000,Spinal Injury Severe Closed,Trauma,2,Orthopedics,Yes,No,14,Low,Slow
COND05001,Brain Tumor Mild Secondary,Neurological,4,Orthopedics,No,No,33,High,Moderate
COND05002,Appendicitis Moderate Uncomplicated,Gastrointestinal,2,Gastroenterology,No,Yes,100,Low,Slow
COND05003,Contusion Severe Compound,Trauma,9,ICU,No,No,130,Low,Fast
COND05004,Respiratory Distress Syndrome Chronic Bacterial,Respiratory,10,ICU,No,Yes,93,Low,Moderate
COND05005,Burn Mild Compound,Trauma,2,General Medicine,Yes,Yes,143,Moderate,Fast
COND05006,Concussion Severe Ischemic,Neurological,8,Emergency,No,No,132,Moderate,Slow
COND05007,Head Injury Severe Compound,Trauma,3,Gastroenterology,No,No,22,Low,Moderate
COND05008,Neuropathy Moderate Focal,Neurological,3,Pulmonology,No,No,65,Low,Moderate
COND05009,Asthma Acute Viral,Respiratory,7,Neurology,No,No,81,Moderate,Slow
COND05010,Pharyngitis Severe Type 2,Respiratory,5,Infectious Disease,No,No,122,Moderate,Slow
COND05011,Spinal Injury Mild 2nd Degree,Trauma,5,Cardiology,Yes,No,19,Low,Slow
COND05012,Abscess Acute Gram Negative,Infection,6,Neurology,Yes,No,47,High,Slow
COND05013,Sprain Minor Simple,Trauma,8,Pulmonology,No,No,140,Moderate,Moderate
COND05014,Pericarditis Unstable Stage 2,Cardiac,10,Pulmonology,No,No,107,Moderate,Fast
COND05015,Ventricular Tachycardia Severe Type A,Cardiac,2,ICU,Yes,No,34,Low,Moderate
COND05016,Heart Failure Mild Stage 2,Cardiac,10,Neurology,No,No,143,Moderate,Moderate
COND05017,Hypertension Severe Grade II,Cardiac,7,Emergency,Yes,No,32,Moderate,Fast
COND05018,Blood Infection Moderate Resistant,Infection,3,ICU,Yes,No,149,Low,Fast
COND05019,Liver Failure Chronic Type C,Gastrointestinal,10,Infectious Disease,No,No,109,Low,Slow
COND05020,COVID-19 Latent Viral,Respiratory,7,General Medicine,No,No,142,Low,Slow
COND05021,Angina Unstable Type B,Cardiac,10,ICU,No,No,136,Moderate,Fast
COND05022,Deep Vein Thrombosis Moderate Stage 3,Cardiac,2,ICU,Yes,No,102,Low,Slow
COND05023,Parkinsons Acute Generalized,Neurological,4,Gastroenterology,Yes,No,146,High,Slow
COND05024,Pleurisy Severe Fungal,Respiratory,7,Gastroenterology,No,No,10,Low,Moderate
COND05025,Epilepsy Moderate Ischemic,Neurological,5,ICU,No,No,27,Low,Moderate
COND05026,Sleep Apnea Severe Exacerbation,Respiratory,10,Cardiology,No,No,23,Moderate,Fast
COND05027,Blood Infection Chronic Gram Negative,Infection,9,Surgery,Yes,No,64,Low,Moderate
COND05028,Internal Bleeding Major Open,Trauma,7,Gastroenterology,No,Yes,105,Low,Slow
COND05029,Bronchitis Chronic Type 2,Respiratory,4,Surgery,No,Yes,47,Low,Fast
COND05030,Peptic Ulcer Severe Uncomplicated,Gastrointestinal,5,Orthopedics,Yes,No,81,Low,Moderate
COND05031,Diverticulitis Mild Complicated,Gastrointestinal,6,Infectious Disease,Yes,Yes,73,Moderate,Moderate
COND05032,Peptic Ulcer Chronic Uncomplicated,Gastrointestinal,9,Emergency,No,No,169,Moderate,Slow
COND05033,Meningitis Moderate Primary,Neurological,6,Pulmonology,Yes,Yes,132,High,Moderate
COND05034,UTI Mild Community Acquired,Infection,6,Pulmonology,No,Yes,97,Low,Fast
COND05035,Encephalitis Chronic Ischemic,Neurological,2,Cardiology,Yes,Yes,110,Low,Slow
COND05036,Crush Injury Mild 2nd Degree,Trauma,4,Orthopedics,Yes,No,177,Moderate,Slow
COND05037,Sprain Minor Compound,Trauma,5,Pulmonology,No,No,102,High,Slow
COND05038,Sleep Apnea Active Viral,Respiratory,6,Infectious Disease,No,Yes,156,Moderate,Slow
COND05039,Dengue Chronic Gram Negative,Infection,9,Neurology,No,No,117,Moderate,Slow
COND05040,GI Bleed Acute Type B,Gastrointestinal,4,Cardiology,No,No,169,Moderate,Slow
COND05041,Internal Bleeding Moderate Open,Trauma,4,Orthopedics,Yes,No,155,Low,Slow
COND05042,Pleural Effusion Chronic Type 2,Respiratory,3,ICU,No,No,10,Low,Moderate
COND05043,Pericarditis Chronic Grade I,Cardiac,8,Cardiology,Yes,No,36,Moderate,Slow
COND05044,Arrhythmia Acute Grade I,Cardiac,2,Neurology,No,No,2,Moderate,Fast
COND05045,Pneumonia Acute Bacterial,Respiratory,8,ICU,Yes,No,157,Low,Moderate
COND05046,Abscess Acute Community Acquired,Infection,10,Cardiology,No,No,68,Moderate,Slow
COND05047,Myocardial Infarction Mild Stage 3,Cardiac,3,Orthopedics,No,No,142,Low,Slow
COND05048,Myocardial Infarction Mild Type B,Cardiac,6,General Medicine,No,No,19,Low,Fast
COND05049,Influenza Moderate Bacterial,Respiratory,7,General Medicine,No,Yes,29,Moderate,Slow
COND05050,Endocarditis Mild Grade III,Cardiac,8,Gastroenterology,Yes,No,36,Low,Moderate
COND05051,Burn Major 1st Degree,Trauma,7,ICU,No,No,61,Low,Moderate
COND05052,Ventricular Tachycardia Severe Stage 2,Cardiac,9,ICU,No,Yes,136,Moderate,Moderate
COND05053,Contusion Minor Compound,Trauma,7,General Medicine,No,No,22,Moderate,Fast
COND05054,Blood Infection Mild Gram Positive,Infection,6,Emergency,Yes,No,56,Moderate,Moderate
COND05055,Pericarditis Stable Type A,Cardiac,9,Surgery,Yes,No,85,Low,Moderate
COND05056,Dengue Severe Resistant,Infection,2,General Medicine,No,No,112,Low,Slow
COND05057,Brain Tumor Mild Generalized,Neurological,7,Surgery,Yes,No,155,Moderate,Fast
COND05058,Valvular Disease Acute Type A,Cardiac,7,Orthopedics,No,No,40,Moderate,Fast
COND05059,Viral Fever Acute Community Acquired,Infection,8,General Medicine,No,No,51,Low,Slow
COND05060,Heart Failure Acute Stage 2,Cardiac,9,Gastroenterology,No,No,89,High,Slow
COND05061,Vertigo Acute Secondary,Neurological,5,Cardiology,No,No,175,Moderate,Moderate
COND05062,Burn Severe Open,Trauma,5,Surgery,No,No,64,Low,Moderate
COND05063,IBD Acute Complicated,Gastrointestinal,3,Infectious Disease,No,No,79,Low,Slow
COND05064,Cirrhosis Mild Complicated,Gastrointestinal,2,Emergency,No,No,23,Low,Moderate
COND05065,Diverticulitis Acute Type C,Gastrointestinal,2,ICU,Yes,Yes,30,Low,Slow
COND05066,Laryngitis Moderate Type 2,Respiratory,3,Neurology,Yes,No,38,Low,Moderate
COND05067,Parkinsons Chronic Generalized,Neurological,8,ICU,Yes,Yes,67,Low,Slow
COND05068,Crush Injury Mild 1st Degree,Trauma,7,Orthopedics,No,No,99,Low,Slow
COND05069,Sinusitis Mild Type 1,Respiratory,7,Emergency,No,No,17,Low,Slow
COND05070,Hepatitis Mild Complicated,Gastrointestinal,10,ICU,No,No,66,Low,Moderate
COND05071,Peptic Ulcer Mild Type A,Gastrointestinal,4,Surgery,No,No,121,Low,Slow
COND05072,Gastritis Moderate Uncomplicated,Gastrointestinal,10,Cardiology,Yes,No,86,Moderate,Moderate
COND05073,Stroke Severe Primary,Neurological,9,Orthopedics,No,No,97,Low,Slow
COND05074,Influenza Moderate Bacterial,Respiratory,10,Infectious Disease,Yes,Yes,31,Moderate,Slow
COND05075,Cellulitis Severe Gram Negative,Infection,10,Pulmonology,Yes,No,89,Low,Slow
COND05076,Heart Failure Chronic Stage 2,Cardiac,10,Gastroenterology,No,No,107,Low,Slow
COND05077,Viral Fever Chronic Gram Negative,Infection,2,Orthopedics,Yes,No,47,Moderate,Moderate
COND05078,Coronary Artery Disease Acute Type A,Cardiac,10,Infectious Disease,No,No,172,Moderate,Fast
COND05079,Bell Palsy Chronic Ischemic,Neurological,4,Surgery,No,Yes,149,Moderate,Slow
COND05080,Meningitis Mild Focal,Neurological,7,Cardiology,No,Yes,69,Low,Moderate
COND05081,Abscess Acute Resistant,Infection,9,Cardiology,Yes,No,179,Moderate,Moderate
COND05082,Contusion Moderate Compound,Trauma,3,Orthopedics,No,Yes,28,Moderate,Slow
COND05083,Cholecystitis Acute Type A,Gastrointestinal,4,ICU,No,Yes,113,Moderate,Slow
COND05084,Internal Bleeding Minor Compound,Trauma,2,Cardiology,No,No,31,Low,Moderate
COND05085,Bowel Obstruction Mild Complicated,Gastrointestinal,3,Pulmonology,No,No,75,Moderate,Fast
COND05086,Typhoid Moderate Gram Negative,Infection,8,Pulmonology,No,No,21,Moderate,Moderate
COND05087,GERD Severe Uncomplicated,Gastrointestinal,8,Infectious Disease,No,No,40,Low,Slow
COND05088,Peripheral Artery Disease Acute Grade III,Cardiac,4,Gastroenterology,Yes,No,69,Low,Moderate
COND05089,Bell Palsy Chronic Ischemic,Neurological,5,ICU,No,No,1,Moderate,Slow
COND05090,Neuropathy Severe Focal,Neurological,7,Surgery,No,No,159,Moderate,Moderate
COND05091,Valvular Disease Moderate Grade I,Cardiac,6,Emergency,No,No,156,Low,Fast
COND05092,Cholecystitis Chronic Type C,Gastrointestinal,4,Surgery,No,No,2,Moderate,Fast
COND05093,Myocardial Infarction Stable Type A,Cardiac,2,Cardiology,Yes,No,58,Low,Moderate
COND05094,Head Injury Minor 2nd Degree,Trauma,10,Gastroenterology,Yes,No,125,Low,Slow
COND05095,Typhoid Severe Community Acquired,Infection,5,Pulmonology,No,No,17,Moderate,Fast
COND05096,Tuberculosis Severe Type 1,Respiratory,3,Pulmonology,Yes,No,79,Low,Slow
COND05097,Cholecystitis Mild Uncomplicated,Gastrointestinal,3,Gastroenterology,No,Yes,23,Low,Slow
COND05098,Sprain Major Open,Trauma,8,Cardiology,No,No,56,Low,Fast
COND05099,Wound Infection Recurrent Gram Negative,Infection,3,Pulmonology,Yes,Yes,68,Low,Slow
COND05100,Sprain Moderate Closed,Trauma,6,Cardiology,No,Yes,162,Moderate,Slow
COND05101,Laryngitis Acute Type 1,Respiratory,2,ICU,No,No,172,Low,Slow
COND05102,Stroke Moderate Ischemic,Neurological,9,Emergency,No,No,2,Low,Moderate
COND05103,Parkinsons Progressive Secondary,Neurological,7,Emergency,No,No,94,Moderate,Fast
COND05104,Arrhythmia Mild Stage 1,Cardiac,7,Emergency,No,Yes,168,Moderate,Slow
COND05105,Cholecystitis Moderate Type A,Gastrointestinal,8,Cardiology,No,No,88,Moderate,Fast
COND05106,Seizure Moderate Ischemic,Neurological,8,Emergency,No,No,90,Low,Slow
COND05107,Dislocation Minor 3rd Degree,Trauma,6,Surgery,No,No,165,Low,Slow
COND05108,Atrial Fibrillation Chronic Type A,Cardiac,2,Emergency,Yes,Yes,117,Low,Moderate
COND05109,UTI Acute Resistant,Infection,8,Emergency,No,No,45,Low,Fast
COND05110,Ventricular Tachycardia Severe Type B,Cardiac,6,ICU,No,No,127,High,Moderate
COND05111,GI Bleed Severe Uncomplicated,Gastrointestinal,8,Gastroenterology,No,Yes,74,Low,Slow
COND05112,Sprain Minor 3rd Degree,Trauma,9,Pulmonology,No,No,138,Low,Moderate
COND05113,Peptic Ulcer Moderate Complicated,Gastrointestinal,9,Infectious Disease,No,No,155,High,Moderate
COND05114,Diverticulitis Chronic Complicated,Gastrointestinal,7,Gastroenterology,No,Yes,45,High,Slow
COND05115,Pleurisy Severe Type 1,Respiratory,5,Cardiology,Yes,Yes,161,Low,Moderate
COND05116,Bacterial Infection Severe Gram Negative,Infection,3,Surgery,No,No,41,Low,Slow
COND05117,Respiratory Distress Syndrome Latent Type 2,Respiratory,5,Cardiology,Yes,No,65,Moderate,Moderate
COND05118,Asthma Acute Fungal,Respiratory,7,Gastroenterology,Yes,No,170,High,Slow
COND05119,Atrial Fibrillation Severe Stage 2,Cardiac,9,Neurology,No,No,51,Moderate,Slow
COND05120,Contusion Major Simple,Trauma,6,General Medicine,No,Yes,117,Moderate,Slow
COND05121,Influenza Moderate Fungal,Respiratory,5,ICU,No,No,85,Moderate,Fast
COND05122,COVID-19 Latent Viral,Respiratory,2,Orthopedics,No,No,72,Low,Slow
COND05123,Appendicitis Moderate Type C,Gastrointestinal,3,ICU,No,No,87,Moderate,Fast
COND05124,Sepsis Recurrent Community Acquired,Infection,10,Surgery,Yes,No,158,Moderate,Moderate
COND05125,Sleep Apnea Chronic Exacerbation,Respiratory,2,General Medicine,No,No,32,Low,Moderate
COND05126,Bell Palsy Mild Primary,Neurological,5,Neurology,Yes,No,139,Moderate,Fast
COND05127,Cirrhosis Chronic Type C,Gastrointestinal,7,Neurology,No,No,48,Moderate,Slow
COND05128,Fungal Infection Recurrent Resistant,Infection,2,Orthopedics,No,Yes,9,Moderate,Slow
COND05129,Sleep Apnea Acute Fungal,Respiratory,8,Gastroenterology,Yes,No,138,Moderate,Moderate
COND05130,Peripheral Artery Disease Unstable Stage 3,Cardiac,7,General Medicine,No,No,98,Moderate,Slow
COND05131,Fracture Moderate Compound,Trauma,4,Surgery,Yes,No,153,Low,Slow
COND05132,IBD Severe Type A,Gastrointestinal,8,Gastroenterology,No,No,171,Low,Fast
COND05133,Dengue Moderate Gram Negative,Infection,8,Emergency,Yes,No,30,Moderate,Fast
COND05134,Appendicitis Mild Type C,Gastrointestinal,9,Gastroenterology,No,No,51,Low,Moderate
COND05135,Angina Moderate Grade III,Cardiac,4,Emergency,No,No,114,Moderate,Slow
COND05136,Crush Injury Major Closed,Trauma,8,Cardiology,No,No,6,High,Moderate
COND05137,Arrhythmia Moderate Stage 2,Cardiac,2,Cardiology,No,No,157,Moderate,Moderate
COND05138,Gastritis Acute Type B,Gastrointestinal,3,Gastroenterology,No,No,49,Low,Moderate
COND05139,Brain Tumor Moderate Secondary,Neurological,10,Orthopedics,Yes,No,77,Low,Fast
COND05140,Cardiomyopathy Chronic Type A,Cardiac,4,Orthopedics,No,Yes,54,Low,Slow
COND05141,Crush Injury Severe Closed,Trauma,8,Gastroenterology,Yes,No,48,Moderate,Slow
COND05142,Brain Tumor Acute Secondary,Neurological,4,Pulmonology,No,Yes,159,Moderate,Slow
COND05143,Heart Failure Stable Grade I,Cardiac,7,Pulmonology,No,No,55,Moderate,Fast
COND05144,Gastroenteritis Chronic Resistant,Infection,5,Emergency,No,No,39,Moderate,Fast
COND05145,Cardiomyopathy Unstable Stage 2,Cardiac,5,Emergency,No,No,106,Low,Moderate
COND05146,Valvular Disease Acute Stage 1,Cardiac,2,Neurology,No,No,101,Low,Slow
COND05147,Contusion Severe 3rd Degree,Trauma,10,Infectious Disease,No,Yes,111,Moderate,Slow
COND05148,Multiple Sclerosis Progressive Primary,Neurological,2,Gastroenterology,No,No,60,Low,Moderate
COND05149,Peripheral Artery Disease Severe Type A,Cardiac,2,Surgery,Yes,No,108,Low,Slow
COND05150,Peripheral Artery Disease Stable Grade II,Cardiac,3,Pulmonology,No,Yes,153,High,Moderate
COND05151,Blood Infection Chronic Gram Positive,Infection,8,Gastroenterology,No,No,49,Moderate,Moderate
COND05152,Crush Injury Severe 2nd Degree,Trauma,5,Emergency,No,No,36,Low,Moderate
COND05153,Asthma Acute Bacterial,Respiratory,7,Orthopedics,No,Yes,116,Low,Slow
COND05154,Neuropathy Mild Hemorrhagic,Neurological,6,General Medicine,No,No,4,Moderate,Fast
COND05155,Fracture Minor 2nd Degree,Trauma,5,Infectious Disease,No,No,19,Moderate,Moderate
COND05156,Myocardial Infarction Severe Stage 1,Cardiac,8,Pulmonology,Yes,No,39,High,Fast
COND05157,Pericarditis Moderate Type A,Cardiac,9,ICU,Yes,No,25,Moderate,Slow
COND05158,Bowel Obstruction Severe Type A,Gastrointestinal,4,Cardiology,No,Yes,46,Moderate,Fast
COND05159,Cirrhosis Mild Type A,Gastrointestinal,9,Neurology,No,No,17,Low,Slow
COND05160,Dislocation Mild 1st Degree,Trauma,6,Pulmonology,Yes,Yes,120,Moderate,Slow
COND05161,IBD Severe Type B,Gastrointestinal,2,Gastroenterology,Yes,No,81,High,Slow
COND05162,Crush Injury Severe Closed,Trauma,10,Emergency,No,No,139,Low,Slow
COND05163,Encephalitis Acute Ischemic,Neurological,8,Emergency,No,No,25,Low,Moderate
COND05164,Abscess Chronic Gram Positive,Infection,2,Emergency,No,No,58,Low,Moderate
COND05165,Blood Infection Acute Gram Positive,Infection,10,Cardiology,No,No,3,Moderate,Slow
COND05166,IBS Moderate Complicated,Gastrointestinal,2,General Medicine,No,No,128,Low,Fast
COND05167,Endocarditis Moderate Grade III,Cardiac,2,Pulmonology,No,No,120,Low,Fast
COND05168,Burn Minor 1st Degree,Trauma,7,General Medicine,No,No,124,Low,Slow
COND05169,Alzheimers Progressive Focal,Neurological,7,Neurology,No,Yes,128,Low,Slow
COND05170,Myocardial Infarction Moderate Stage 3,Cardiac,2,Surgery,Yes,No,88,Low,Fast
COND05171,Fungal Infection Moderate Resistant,Infection,2,Gastroenterology,No,Yes,3,Moderate,Slow
COND05172,Pericarditis Chronic Stage 1,Cardiac,3,Emergency,Yes,No,175,Low,Slow
COND05173,Ventricular Tachycardia Chronic Stage 2,Cardiac,7,Gastroenterology,No,No,25,Low,Slow
COND05174,Seizure Moderate Hemorrhagic,Neurological,5,General Medicine,Yes,No,113,Moderate,Slow
COND05175,Peripheral Artery Disease Mild Grade III,Cardiac,7,Pulmonology,Yes,No,90,Low,Slow
COND05176,Appendicitis Chronic Uncomplicated,Gastrointestinal,6,Pulmonology,No,Yes,59,Low,Moderate
COND05177,Pneumothorax Severe Fungal,Respiratory,4,Cardiology,Yes,No,164,Low,Moderate
COND05178,Myocardial Infarction Stable Type A,Cardiac,6,Infectious Disease,No,No,84,Low,Fast
COND05179,Aortic Dissection Unstable Type A,Cardiac,2,Gastroenterology,No,No,114,Moderate,Slow
COND05180,Pneumonia Active Type 2,Respiratory,3,ICU,No,No,124,Low,Slow
COND05181,Wound Infection Mild Gram Negative,Infection,10,Emergency,Yes,Yes,79,Low,Moderate
COND05182,Bronchitis Acute Type 1,Respiratory,2,Orthopedics,No,No,142,Low,Fast
COND05183,Malaria Moderate Gram Positive,Infection,2,General Medicine,No,No,175,High,Moderate
COND05184,Dislocation Moderate Compound,Trauma,3,Infectious Disease,No,No,124,Low,Moderate
COND05185,GI Bleed Mild Complicated,Gastrointestinal,2,Gastroenterology,No,No,124,Low,Fast
COND05186,Liver Failure Chronic Type A,Gastrointestinal,9,Pulmonology,No,No,108,Low,Moderate
COND05187,Bowel Obstruction Mild Complicated,Gastrointestinal,8,General Medicine,No,No,166,Moderate,Moderate
COND05188,Sinusitis Acute Viral,Respiratory,4,Neurology,No,No,155,Low,Fast
COND05189,Viral Fever Moderate Gram Positive,Infection,8,Pulmonology,No,Yes,143,Moderate,Moderate
COND05190,Gastroenteritis Mild Gram Negative,Infection,6,Cardiology,No,Yes,97,Low,Moderate
COND05191,Multiple Sclerosis Moderate Ischemic,Neurological,5,Infectious Disease,No,No,76,Moderate,Slow
COND05192,Pneumonia Moderate Bacterial,Respiratory,4,Cardiology,No,No,149,Moderate,Fast
COND05193,Vertigo Chronic Hemorrhagic,Neurological,6,ICU,Yes,No,126,Moderate,Moderate
COND05194,Cardiomyopathy Chronic Stage 2,Cardiac,8,Pulmonology,No,No,168,Low,Slow
COND05195,Cardiomyopathy Acute Stage 1,Cardiac,9,ICU,Yes,No,75,Moderate,Moderate
COND05196,Ventricular Tachycardia Stable Type A,Cardiac,5,Gastroenterology,No,No,150,Low,Slow
COND05197,Pancreatitis Moderate Type A,Gastrointestinal,6,Cardiology,No,No,162,Low,Slow
COND05198,IBS Chronic Uncomplicated,Gastrointestinal,9,Gastroenterology,Yes,Yes,74,Low,Fast
COND05199,Parkinsons Mild Ischemic,Neurological,9,Infectious Disease,No,Yes,130,High,Moderate
COND05200,Alzheimers Progressive Generalized,Neurological,7,Surgery,Yes,Yes,30,Low,Fast
COND05201,Bronchitis Moderate Type 2,Respiratory,7,ICU,No,No,131,High,Fast
COND05202,Angina Unstable Stage 1,Cardiac,4,Neurology,No,Yes,55,Low,Slow
COND05203,Wound Infection Recurrent Gram Negative,Infection,7,Cardiology,No,No,89,High,Slow
COND05204,IBS Mild Type B,Gastrointestinal,9,ICU,No,No,179,Low,Fast
COND05205,GERD Chronic Uncomplicated,Gastrointestinal,2,General Medicine,Yes,No,124,Low,Slow
COND05206,Bell Palsy Severe Ischemic,Neurological,5,Cardiology,No,No,93,Low,Fast
COND05207,Cholecystitis Chronic Complicated,Gastrointestinal,9,Pulmonology,No,No,12,Low,Moderate
COND05208,Angina Chronic Grade II,Cardiac,9,Infectious Disease,Yes,No,25,Low,Fast
COND05209,Parkinsons Chronic Secondary,Neurological,7,Neurology,Yes,No,1,Low,Slow
COND05210,Tuberculosis Acute Fungal,Respiratory,8,Cardiology,No,No,99,Low,Slow
COND05211,Epilepsy Moderate Focal,Neurological,10,Neurology,No,No,155,Low,Slow
COND05212,Contusion Mild 2nd Degree,Trauma,10,Cardiology,Yes,No,18,Moderate,Slow
COND05213,Aortic Dissection Severe Grade II,Cardiac,9,Emergency,No,Yes,12,Moderate,Slow
COND05214,Contusion Major Closed,Trauma,8,Emergency,Yes,No,75,Low,Slow
COND05215,Burn Major Compound,Trauma,2,Pulmonology,No,No,151,Low,Fast
COND05216,Tuberculosis Chronic Exacerbation,Respiratory,7,Surgery,No,No,160,Moderate,Slow
COND05217,Gastroenteritis Moderate Gram Positive,Infection,5,Neurology,Yes,No,121,Low,Slow
COND05218,Brain Tumor Chronic Ischemic,Neurological,10,Pulmonology,No,No,103,High,Slow
COND05219,Pancreatitis Moderate Type C,Gastrointestinal,2,Emergency,Yes,No,91,Moderate,Slow
COND05220,Typhoid Acute Gram Negative,Infection,5,Emergency,No,No,79,Low,Moderate
COND05221,Fracture Severe 2nd Degree,Trauma,4,Infectious Disease,Yes,No,179,Low,Fast
COND05222,Pharyngitis Moderate Type 1,Respiratory,7,Gastroenterology,No,No,130,Low,Fast
COND05223,Blood Infection Severe Gram Negative,Infection,2,Pulmonology,Yes,No,38,Low,Moderate
COND05224,Myocardial Infarction Stable Grade I,Cardiac,4,Infectious Disease,No,No,160,Low,Slow
COND05225,Aortic Dissection Stable Type B,Cardiac,2,Surgery,No,Yes,65,Moderate,Slow
COND05226,Encephalitis Mild Ischemic,Neurological,10,Pulmonology,No,Yes,102,Low,Moderate
COND05227,Bowel Obstruction Mild Type B,Gastrointestinal,5,Cardiology,No,Yes,43,Low,Slow
COND05228,Hypertension Chronic Grade III,Cardiac,9,Cardiology,No,Yes,164,Moderate,Fast
COND05229,IBS Moderate Type B,Gastrointestinal,6,Pulmonology,No,No,135,Low,Slow
COND05230,Pancreatitis Chronic Type A,Gastrointestinal,5,Orthopedics,No,Yes,156,Low,Moderate
COND05231,Sepsis Chronic Gram Positive,Infection,5,Gastroenterology,No,No,136,Low,Moderate
COND05232,Wound Infection Mild Community Acquired,Infection,9,Orthopedics,No,No,29,Low,Slow
COND05233,Fungal Infection Severe Community Acquired,Infection,4,Neurology,No,No,174,Low,Moderate
COND05234,Head Injury Minor Open,Trauma,8,Infectious Disease,No,No,66,Low,Moderate
COND05235,GI Bleed Moderate Type C,Gastrointestinal,7,Gastroenterology,No,No,21,Moderate,Moderate
COND05236,Coronary Artery Disease Mild Grade III,Cardiac,9,General Medicine,No,No,42,Low,Moderate
COND05237,Neuropathy Acute Generalized,Neurological,3,Orthopedics,No,No,161,Low,Slow
COND05238,Malaria Recurrent Resistant,Infection,7,Infectious Disease,Yes,No,55,Low,Moderate
COND05239,Pneumothorax Mild Type 1,Respiratory,7,Gastroenterology,No,No,138,Moderate,Slow
COND05240,Coronary Artery Disease Stable Stage 2,Cardiac,7,Pulmonology,Yes,No,9,Low,Moderate
COND05241,Malaria Moderate Gram Negative,Infection,9,Orthopedics,No,No,61,Low,Fast
COND05242,Laryngitis Latent Bacterial,Respiratory,5,Cardiology,No,No,155,Moderate,Moderate
COND05243,Seizure Severe Hemorrhagic,Neurological,2,Orthopedics,No,No,116,Moderate,Moderate
COND05244,Contusion Severe 2nd Degree,Trauma,10,ICU,No,Yes,60,Low,Slow
COND05245,Dislocation Severe 2nd Degree,Trauma,9,Pulmonology,No,No,97,Moderate,Slow
COND05246,Angina Mild Stage 3,Cardiac,5,Infectious Disease,Yes,No,148,Low,Moderate
COND05247,Crush Injury Major 2nd Degree,Trauma,5,Infectious Disease,No,No,12,Low,Fast
COND05248,Dengue Recurrent Gram Negative,Infection,3,General Medicine,No,No,142,Low,Moderate
COND05249,Laceration Mild 1st Degree,Trauma,2,Orthopedics,Yes,No,131,High,Slow
COND05250,Migraine Chronic Primary,Neurological,3,Gastroenterology,No,Yes,59,Low,Fast
COND05251,Tuberculosis Active Fungal,Respiratory,9,Surgery,No,No,23,High,Slow
COND05252,Influenza Active Bacterial,Respiratory,9,Gastroenterology,No,No,11,Moderate,Slow
COND05253,Hepatitis Chronic Type B,Gastrointestinal,9,General Medicine,No,No,78,Low,Slow
COND05254,COPD Latent Exacerbation,Respiratory,8,Neurology,No,No,178,Low,Slow
COND05255,Heart Failure Stable Stage 1,Cardiac,4,ICU,Yes,No,115,Low,Slow
COND05256,Cellulitis Severe Resistant,Infection,2,General Medicine,No,No,119,Low,Fast
COND05257,Vertigo Moderate Secondary,Neurological,8,Orthopedics,No,No,152,Low,Moderate
COND05258,Crush Injury Severe Simple,Trauma,10,Gastroenterology,No,Yes,8,High,Slow
COND05259,Cellulitis Chronic Resistant,Infection,3,Gastroenterology,No,Yes,28,Low,Fast
COND05260,Influenza Chronic Type 1,Respiratory,8,Gastroenterology,No,No,31,Low,Moderate
COND05261,GERD Severe Complicated,Gastrointestinal,5,Orthopedics,No,No,58,Moderate,Slow
COND05262,Crush Injury Mild Simple,Trauma,3,Cardiology,No,Yes,30,Moderate,Moderate
COND05263,Malaria Mild Gram Negative,Infection,6,Cardiology,No,No,153,High,Moderate
