Vital_ID,Vital_Type,Age_Group,Condition_Modifier,Critical_Low_Threshold,Critical_High_Threshold,Moderate_Low_Threshold,Moderate_High_Threshold,Critical_Instability_Score,Moderate_Instability_Score
VITAL05367,Blood_Pressure_Systolic,Elderly,Post_Surgery,50.0,168.0,91.0,166.0,4,1
VITAL05368,Blood_Sugar,Young_Adult,Post_Surgery,32.0,160.0,84.0,158.0,4,1
VITAL05369,Oxygen_Saturation,Adult,Light_Activity,89.0,194.0,60.0,178.0,3,2
VITAL05370,Heart_Rate,Child,Post_Surgery,36.0,166.0,92.0,166.0,4,1
VITAL05371,Blood_Sugar,Middle_Age,Resting,56.0,180.0,85.0,137.0,4,1
VITAL05372,Heart_Rate,Infant,Resting,57.0,236.0,66.0,167.0,4,1
VITAL05373,Respiratory_Rate,Infant,Intense_Exercise,82.0,245.0,88.0,154.0,4,1
VITAL05374,Respiratory_Rate,Infant,Post_Surgery,76.0,207.0,63.0,150.0,3,2
VITAL05375,Oxygen_Saturation,Very_Elderly,Intense_Exercise,74.0,195.0,72.0,120.0,4,2
VITAL05376,Blood_Pressure_Diastolic,Adult,Resting,60.0,191.0,86.0,146.0,4,2
VITAL05377,Temperature,Adolescent,Post_Surgery,44.0,176.0,98.0,175.0,3,1
VITAL05378,Blood_Pressure_Diastolic,Young_Adult,ICU,38.0,243.0,71.0,128.0,4,1
VITAL05379,Blood_Pressure_Systolic,Infant,ICU,78.0,189.0,62.0,136.0,3,2
VITAL05380,Temperature,Adolescent,Intense_Exercise,71.0,181.0,98.0,163.0,3,2
VITAL05381,Blood_Pressure_Diastolic,Young_Adult,Post_Surgery,70.0,192.0,61.0,130.0,4,1
VITAL05382,Heart_Rate,Adolescent,Post_Surgery,66.0,176.0,88.0,128.0,3,1
VITAL05383,Temperature,Adolescent,Moderate_Exercise,31.0,171.0,76.0,121.0,4,2
VITAL05384,Respiratory_Rate,Infant,Light_Activity,67.0,239.0,76.0,122.0,4,1
VITAL05385,Oxygen_Saturation,Elderly,ICU,84.0,219.0,99.0,131.0,3,1
VITAL05386,Respiratory_Rate,Adolescent,Resting,68.0,174.0,91.0,133.0,4,2
VITAL05387,Temperature,Adolescent,Moderate_Exercise,61.0,155.0,89.0,153.0,4,2
VITAL05388,Respiratory_Rate,Child,Moderate_Exercise,77.0,199.0,97.0,165.0,3,2
VITAL05389,Respiratory_Rate,Very_Elderly,Light_Activity,68.0,208.0,68.0,132.0,4,1
VITAL05390,Oxygen_Saturation,Child,Intense_Exercise,42.0,168.0,66.0,152.0,3,1
VITAL05391,Heart_Rate,Young_Adult,Intense_Exercise,39.0,227.0,70.0,172.0,3,1
VITAL05392,Blood_Pressure_Diastolic,Very_Elderly,Post_Surgery,76.0,190.0,98.0,158.0,3,1
VITAL05393,Blood_Sugar,Elderly,ICU,70.0,210.0,83.0,120.0,4,2
VITAL05394,Temperature,Infant,Light_Activity,66.0,240.0,69.0,151.0,3,1
VITAL05395,Respiratory_Rate,Child,Post_Surgery,59.0,207.0,74.0,155.0,3,2
VITAL05396,Blood_Sugar,Adult,Light_Activity,39.0,179.0,83.0,126.0,3,2
VITAL05397,Temperature,Elderly,Post_Surgery,41.0,186.0,73.0,136.0,3,1
VITAL05398,Blood_Pressure_Diastolic,Adolescent,Post_Surgery,76.0,237.0,69.0,145.0,4,2
VITAL05399,Temperature,Young_Adult,Light_Activity,56.0,228.0,74.0,176.0,4,1
VITAL05400,Respiratory_Rate,Child,Post_Surgery,78.0,191.0,71.0,154.0,4,1
VITAL05401,Heart_Rate,Very_Elderly,Resting,49.0,208.0,82.0,143.0,4,1
VITAL05402,Respiratory_Rate,Young_Adult,Resting,36.0,197.0,62.0,145.0,3,2
VITAL05403,Blood_Pressure_Systolic,Young_Adult,Resting,84.0,161.0,90.0,125.0,4,1
VITAL05404,Oxygen_Saturation,Middle_Age,Intense_Exercise,76.0,181.0,84.0,172.0,4,2
VITAL05405,Heart_Rate,Adult,Resting,83.0,208.0,74.0,138.0,3,1
VITAL05406,Heart_Rate,Elderly,Post_Surgery,66.0,233.0,79.0,167.0,4,2
VITAL05407,Temperature,Very_Elderly,Moderate_Exercise,82.0,219.0,66.0,129.0,4,1
VITAL05408,Temperature,Adolescent,ICU,33.0,172.0,70.0,144.0,3,2
VITAL05409,Blood_Sugar,Very_Elderly,Moderate_Exercise,40.0,243.0,81.0,172.0,3,1
VITAL05410,Oxygen_Saturation,Young_Adult,ICU,80.0,200.0,65.0,157.0,4,2
VITAL05411,Oxygen_Saturation,Young_Adult,Resting,70.0,162.0,88.0,156.0,4,1
VITAL05412,Temperature,Young_Adult,ICU,50.0,210.0,79.0,138.0,3,2
VITAL05413,Temperature,Infant,ICU,69.0,153.0,72.0,175.0,4,1
VITAL05414,Oxygen_Saturation,Adolescent,Resting,32.0,160.0,96.0,167.0,4,2
VITAL05415,Heart_Rate,Very_Elderly,Light_Activity,37.0,205.0,73.0,161.0,3,2
VITAL05416,Blood_Sugar,Adolescent,Resting,35.0,157.0,73.0,176.0,4,2
VITAL05417,Temperature,Young_Adult,ICU,51.0,175.0,70.0,133.0,4,2
VITAL05418,Respiratory_Rate,Child,ICU,83.0,160.0,93.0,121.0,4,2
VITAL05419,Respiratory_Rate,Adolescent,Light_Activity,32.0,203.0,80.0,138.0,3,2
VITAL05420,Temperature,Very_Elderly,Post_Surgery,63.0,227.0,85.0,147.0,3,2
VITAL05421,Heart_Rate,Very_Elderly,Light_Activity,45.0,205.0,86.0,138.0,4,1
VITAL05422,Blood_Pressure_Systolic,Child,Resting,61.0,162.0,72.0,145.0,3,1
VITAL05423,Temperature,Adolescent,Resting,72.0,227.0,94.0,139.0,4,2
VITAL05424,Blood_Sugar,Adult,Post_Surgery,52.0,158.0,70.0,175.0,3,2
VITAL05425,Blood_Sugar,Child,Intense_Exercise,72.0,234.0,71.0,124.0,4,2
VITAL05426,Blood_Pressure_Systolic,Child,Light_Activity,31.0,165.0,67.0,168.0,4,2
VITAL05427,Blood_Pressure_Diastolic,Elderly,Light_Activity,35.0,244.0,63.0,132.0,4,2
VITAL05428,Temperature,Middle_Age,Intense_Exercise,39.0,187.0,71.0,122.0,4,1
VITAL05429,Blood_Sugar,Infant,Resting,83.0,197.0,89.0,166.0,3,1
VITAL05430,Heart_Rate,Elderly,Intense_Exercise,80.0,219.0,96.0,164.0,4,1
VITAL05431,Blood_Pressure_Systolic,Elderly,Moderate_Exercise,85.0,228.0,73.0,160.0,3,2
VITAL05432,Blood_Pressure_Diastolic,Elderly,ICU,70.0,195.0,96.0,121.0,4,1
VITAL05433,Blood_Pressure_Diastolic,Infant,Light_Activity,86.0,225.0,60.0,154.0,3,1
VITAL05434,Oxygen_Saturation,Elderly,Intense_Exercise,48.0,155.0,61.0,142.0,3,1
VITAL05435,Temperature,Infant,Light_Activity,74.0,241.0,81.0,155.0,4,1
VITAL05436,Blood_Pressure_Diastolic,Very_Elderly,ICU,64.0,196.0,70.0,141.0,3,1
VITAL05437,Blood_Sugar,Young_Adult,Post_Surgery,82.0,151.0,65.0,156.0,4,1
VITAL05438,Oxygen_Saturation,Elderly,Intense_Exercise,40.0,209.0,70.0,161.0,3,2
VITAL05439,Respiratory_Rate,Adolescent,Post_Surgery,66.0,154.0,84.0,125.0,3,2
VITAL05440,Blood_Pressure_Systolic,Child,Light_Activity,32.0,205.0,85.0,136.0,3,1
VITAL05441,Respiratory_Rate,Adult,Resting,58.0,213.0,88.0,174.0,3,1
VITAL05442,Blood_Sugar,Adolescent,Post_Surgery,69.0,212.0,96.0,125.0,3,2
VITAL05443,Blood_Sugar,Young_Adult,ICU,38.0,188.0,74.0,140.0,4,2
VITAL05444,Temperature,Child,ICU,82.0,169.0,92.0,167.0,3,1
VITAL05445,Respiratory_Rate,Middle_Age,ICU,64.0,153.0,87.0,165.0,3,2
VITAL05446,Blood_Sugar,Elderly,Intense_Exercise,73.0,185.0,80.0,124.0,4,1
VITAL05447,Blood_Pressure_Diastolic,Middle_Age,Resting,41.0,219.0,86.0,155.0,4,1
VITAL05448,Oxygen_Saturation,Adolescent,Light_Activity,35.0,237.0,76.0,154.0,3,1
VITAL05449,Oxygen_Saturation,Infant,ICU,88.0,222.0,75.0,127.0,4,1
VITAL05450,Heart_Rate,Very_Elderly,ICU,86.0,231.0,81.0,171.0,4,2
VITAL05451,Oxygen_Saturation,Young_Adult,Resting,49.0,233.0,76.0,121.0,4,2
VITAL05452,Blood_Pressure_Systolic,Adolescent,Moderate_Exercise,67.0,165.0,98.0,146.0,4,2
VITAL05453,Temperature,Infant,Intense_Exercise,33.0,207.0,77.0,129.0,4,1
VITAL05454,Heart_Rate,Adolescent,Moderate_Exercise,47.0,244.0,95.0,159.0,4,1
VITAL05455,Blood_Pressure_Systolic,Young_Adult,ICU,41.0,152.0,97.0,149.0,4,2
VITAL05456,Blood_Sugar,Young_Adult,Moderate_Exercise,47.0,226.0,62.0,123.0,4,1
VITAL05457,Respiratory_Rate,Very_Elderly,Light_Activity,40.0,160.0,80.0,142.0,3,1
VITAL05458,Blood_Pressure_Systolic,Very_Elderly,ICU,46.0,214.0,97.0,151.0,3,2
VITAL05459,Blood_Sugar,Child,ICU,30.0,187.0,68.0,149.0,4,2
VITAL05460,Temperature,Infant,Resting,55.0,202.0,76.0,141.0,3,1
VITAL05461,Heart_Rate,Very_Elderly,Light_Activity,42.0,229.0,87.0,160.0,3,2
VITAL05462,Oxygen_Saturation,Adult,ICU,75.0,231.0,71.0,136.0,3,1
VITAL05463,Blood_Pressure_Diastolic,Very_Elderly,Light_Activity,71.0,207.0,95.0,156.0,3,1
VITAL05464,Blood_Pressure_Diastolic,Infant,Post_Surgery,83.0,237.0,86.0,156.0,3,1
VITAL05465,Temperature,Middle_Age,Post_Surgery,80.0,197.0,79.0,164.0,4,1
VITAL05466,Oxygen_Saturation,Infant,Post_Surgery,32.0,225.0,92.0,143.0,4,1
VITAL05467,Blood_Pressure_Systolic,Child,Moderate_Exercise,51.0,207.0,74.0,139.0,3,1
VITAL05468,Blood_Sugar,Child,Intense_Exercise,52.0,199.0,91.0,171.0,4,2
VITAL05469,Blood_Sugar,Adult,ICU,88.0,243.0,78.0,176.0,4,1
VITAL05470,Temperature,Elderly,Light_Activity,60.0,203.0,79.0,123.0,4,1
VITAL05471,Blood_Pressure_Diastolic,Infant,Intense_Exercise,73.0,175.0,78.0,170.0,3,1
VITAL05472,Temperature,Elderly,Intense_Exercise,48.0,245.0,69.0,155.0,4,1
VITAL05473,Blood_Pressure_Diastolic,Elderly,Moderate_Exercise,65.0,232.0,83.0,133.0,4,1
VITAL05474,Blood_Pressure_Diastolic,Adult,Resting,82.0,208.0,70.0,163.0,3,2
VITAL05475,Blood_Sugar,Middle_Age,Light_Activity,33.0,206.0,83.0,145.0,3,2
VITAL05476,Blood_Pressure_Diastolic,Middle_Age,Post_Surgery,86.0,161.0,61.0,157.0,3,2
VITAL05477,Temperature,Adolescent,ICU,68.0,179.0,87.0,162.0,3,1
VITAL05478,Blood_Pressure_Systolic,Adolescent,Post_Surgery,56.0,221.0,92.0,133.0,4,2
VITAL05479,Oxygen_Saturation,Infant,Resting,48.0,241.0,95.0,136.0,4,1
VITAL05480,Respiratory_Rate,Elderly,Moderate_Exercise,66.0,225.0,66.0,152.0,3,2
VITAL05481,Blood_Pressure_Systolic,Middle_Age,Resting,60.0,174.0,83.0,179.0,4,1
VITAL05482,Respiratory_Rate,Adult,Intense_Exercise,59.0,185.0,74.0,170.0,4,2
VITAL05483,Respiratory_Rate,Adolescent,Light_Activity,36.0,243.0,84.0,142.0,3,1
VITAL05484,Oxygen_Saturation,Adult,Light_Activity,60.0,178.0,76.0,126.0,3,2
VITAL05485,Oxygen_Saturation,Elderly,Intense_Exercise,74.0,248.0,77.0,159.0,3,1
VITAL05486,Oxygen_Saturation,Elderly,Moderate_Exercise,62.0,156.0,81.0,163.0,3,2
VITAL05487,Respiratory_Rate,Adult,ICU,55.0,240.0,60.0,162.0,3,2
VITAL05488,Respiratory_Rate,Middle_Age,ICU,52.0,225.0,74.0,131.0,4,1
VITAL05489,Blood_Pressure_Systolic,Young_Adult,Light_Activity,61.0,239.0,75.0,154.0,4,2
VITAL05490,Heart_Rate,Infant,Moderate_Exercise,45.0,167.0,77.0,173.0,4,1
VITAL05491,Respiratory_Rate,Infant,ICU,52.0,248.0,66.0,127.0,4,2
VITAL05492,Blood_Sugar,Child,Moderate_Exercise,79.0,218.0,88.0,147.0,4,1
VITAL05493,Oxygen_Saturation,Adolescent,Intense_Exercise,55.0,162.0,76.0,165.0,3,2
VITAL05494,Blood_Sugar,Elderly,Moderate_Exercise,58.0,210.0,66.0,133.0,4,2
VITAL05495,Blood_Pressure_Systolic,Elderly,Resting,44.0,189.0,66.0,165.0,4,1
VITAL05496,Blood_Pressure_Diastolic,Infant,Intense_Exercise,74.0,207.0,65.0,120.0,3,2
VITAL05497,Blood_Sugar,Middle_Age,ICU,64.0,188.0,65.0,129.0,3,1
VITAL05498,Temperature,Middle_Age,Intense_Exercise,41.0,181.0,64.0,161.0,4,1
VITAL05499,Temperature,Young_Adult,ICU,62.0,191.0,65.0,145.0,4,2
VITAL05500,Temperature,Elderly,Light_Activity,54.0,172.0,97.0,136.0,4,1
VITAL05501,Blood_Pressure_Diastolic,Adolescent,Post_Surgery,45.0,194.0,86.0,144.0,4,1
VITAL05502,Temperature,Child,Post_Surgery,80.0,181.0,99.0,138.0,4,2
VITAL05503,Heart_Rate,Middle_Age,ICU,51.0,232.0,70.0,141.0,4,1
VITAL05504,Respiratory_Rate,Elderly,Light_Activity,45.0,192.0,70.0,166.0,4,1
VITAL05505,Oxygen_Saturation,Adult,Light_Activity,32.0,211.0,78.0,178.0,4,2
VITAL05506,Blood_Sugar,Young_Adult,Post_Surgery,61.0,234.0,90.0,125.0,4,1
VITAL05507,Temperature,Very_Elderly,Resting,66.0,153.0,94.0,132.0,3,2
VITAL05508,Blood_Pressure_Diastolic,Young_Adult,Intense_Exercise,72.0,236.0,62.0,169.0,3,2
VITAL05509,Blood_Pressure_Diastolic,Infant,Intense_Exercise,51.0,195.0,88.0,146.0,3,1
VITAL05510,Blood_Pressure_Systolic,Young_Adult,Intense_Exercise,36.0,200.0,63.0,162.0,4,1
VITAL05511,Oxygen_Saturation,Very_Elderly,ICU,62.0,184.0,87.0,137.0,4,1
VITAL05512,Blood_Pressure_Systolic,Elderly,Resting,63.0,165.0,82.0,154.0,4,2
VITAL05513,Temperature,Very_Elderly,Post_Surgery,44.0,158.0,67.0,152.0,4,1
VITAL05514,Oxygen_Saturation,Infant,ICU,60.0,160.0,85.0,123.0,4,2
VITAL05515,Blood_Pressure_Systolic,Very_Elderly,ICU,52.0,227.0,98.0,178.0,3,1
VITAL05516,Blood_Pressure_Systolic,Elderly,Intense_Exercise,31.0,217.0,70.0,151.0,3,2
VITAL05517,Oxygen_Saturation,Young_Adult,Moderate_Exercise,54.0,199.0,92.0,172.0,3,1
VITAL05518,Oxygen_Saturation,Child,Resting,70.0,201.0,62.0,134.0,4,2
VITAL05519,Heart_Rate,Middle_Age,Intense_Exercise,40.0,217.0,87.0,158.0,3,2
VITAL05520,Respiratory_Rate,Adolescent,Moderate_Exercise,89.0,179.0,61.0,167.0,4,2
VITAL05521,Blood_Pressure_Diastolic,Very_Elderly,Moderate_Exercise,84.0,206.0,78.0,150.0,3,2
VITAL05522,Blood_Pressure_Diastolic,Infant,ICU,39.0,217.0,99.0,155.0,3,2
VITAL05523,Oxygen_Saturation,Very_Elderly,Post_Surgery,83.0,198.0,72.0,135.0,4,1
VITAL05524,Heart_Rate,Adolescent,ICU,67.0,182.0,70.0,170.0,4,2
VITAL05525,Respiratory_Rate,Child,Intense_Exercise,55.0,217.0,93.0,157.0,4,1
VITAL05526,Oxygen_Saturation,Child,Light_Activity,88.0,221.0,98.0,149.0,4,2
VITAL05527,Respiratory_Rate,Middle_Age,Intense_Exercise,44.0,153.0,95.0,146.0,4,2
VITAL05528,Blood_Sugar,Adult,Post_Surgery,48.0,197.0,80.0,161.0,3,1
VITAL05529,Respiratory_Rate,Very_Elderly,ICU,84.0,174.0,76.0,137.0,4,2
VITAL05530,Blood_Sugar,Child,Moderate_Exercise,72.0,176.0,63.0,179.0,3,1
VITAL05531,Blood_Sugar,Young_Adult,Intense_Exercise,48.0,166.0,93.0,154.0,3,1
VITAL05532,Heart_Rate,Young_Adult,Intense_Exercise,49.0,229.0,64.0,153.0,4,1
VITAL05533,Blood_Pressure_Systolic,Very_Elderly,Moderate_Exercise,36.0,222.0,73.0,135.0,4,2
VITAL05534,Temperature,Infant,Post_Surgery,79.0,221.0,85.0,136.0,4,2
VITAL05535,Temperature,Very_Elderly,ICU,72.0,206.0,62.0,126.0,3,2
VITAL05536,Blood_Pressure_Systolic,Infant,Light_Activity,67.0,189.0,64.0,144.0,3,2
VITAL05537,Heart_Rate,Child,Post_Surgery,74.0,163.0,70.0,137.0,4,1
VITAL05538,Temperature,Adolescent,Post_Surgery,85.0,155.0,62.0,129.0,3,1
VITAL05539,Blood_Pressure_Systolic,Elderly,Resting,38.0,190.0,77.0,153.0,4,2
VITAL05540,Blood_Pressure_Diastolic,Middle_Age,Light_Activity,32.0,241.0,73.0,142.0,4,1
VITAL05541,Blood_Pressure_Diastolic,Adult,Moderate_Exercise,46.0,185.0,98.0,164.0,3,1
VITAL05542,Blood_Pressure_Systolic,Child,Resting,85.0,208.0,69.0,162.0,4,1
VITAL05543,Blood_Pressure_Diastolic,Adolescent,Resting,48.0,211.0,80.0,160.0,4,2
VITAL05544,Blood_Pressure_Systolic,Young_Adult,Post_Surgery,86.0,243.0,98.0,131.0,3,2
VITAL05545,Blood_Pressure_Diastolic,Child,Intense_Exercise,39.0,211.0,72.0,175.0,4,1
VITAL05546,Blood_Pressure_Systolic,Adolescent,Light_Activity,64.0,191.0,93.0,120.0,3,1
VITAL05547,Temperature,Young_Adult,Intense_Exercise,75.0,239.0,89.0,165.0,4,2
VITAL05548,Blood_Pressure_Systolic,Very_Elderly,Light_Activity,66.0,207.0,67.0,166.0,4,1
VITAL05549,Respiratory_Rate,Young_Adult,Light_Activity,83.0,180.0,89.0,145.0,4,2
VITAL05550,Blood_Pressure_Diastolic,Young_Adult,Light_Activity,88.0,229.0,81.0,151.0,4,2
VITAL05551,Oxygen_Saturation,Infant,Resting,72.0,162.0,84.0,175.0,4,2
VITAL05552,Blood_Pressure_Diastolic,Young_Adult,Light_Activity,43.0,214.0,76.0,172.0,4,2
VITAL05553,Temperature,Middle_Age,Light_Activity,50.0,176.0,66.0,172.0,4,1
VITAL05554,Blood_Pressure_Systolic,Adolescent,Moderate_Exercise,71.0,248.0,92.0,179.0,3,2
VITAL05555,Blood_Pressure_Systolic,Infant,Intense_Exercise,86.0,191.0,98.0,143.0,4,2
VITAL05556,Blood_Sugar,Adolescent,Light_Activity,65.0,202.0,76.0,125.0,4,1
VITAL05557,Heart_Rate,Child,Intense_Exercise,89.0,205.0,85.0,163.0,3,2
VITAL05558,Heart_Rate,Elderly,Resting,66.0,229.0,61.0,167.0,3,1
VITAL05559,Blood_Pressure_Systolic,Elderly,Moderate_Exercise,70.0,188.0,91.0,155.0,3,2
VITAL05560,Blood_Sugar,Adolescent,Moderate_Exercise,72.0,192.0,74.0,133.0,4,2
VITAL05561,Respiratory_Rate,Elderly,Post_Surgery,80.0,162.0,71.0,146.0,4,1
VITAL05562,Blood_Pressure_Systolic,Adolescent,Post_Surgery,40.0,177.0,66.0,154.0,3,1
VITAL05563,Blood_Pressure_Systolic,Adolescent,Intense_Exercise,49.0,224.0,80.0,121.0,3,1
VITAL05564,Respiratory_Rate,Infant,Moderate_Exercise,71.0,171.0,84.0,177.0,4,1
VITAL05565,Heart_Rate,Infant,ICU,87.0,165.0,96.0,171.0,3,1
VITAL05566,Temperature,Adolescent,Resting,30.0,208.0,62.0,164.0,4,1
VITAL05567,Blood_Sugar,Adolescent,Intense_Exercise,38.0,241.0,68.0,132.0,3,1
VITAL05568,Oxygen_Saturation,Adolescent,Intense_Exercise,78.0,187.0,62.0,140.0,3,1
VITAL05569,Temperature,Adolescent,ICU,74.0,195.0,74.0,136.0,4,2
VITAL05570,Temperature,Very_Elderly,Light_Activity,71.0,166.0,85.0,167.0,4,1
VITAL05571,Blood_Sugar,Middle_Age,Light_Activity,65.0,171.0,62.0,122.0,3,2
VITAL05572,Temperature,Young_Adult,ICU,61.0,165.0,89.0,152.0,3,2
VITAL05573,Respiratory_Rate,Adult,Moderate_Exercise,60.0,243.0,97.0,122.0,4,1
VITAL05574,Blood_Pressure_Diastolic,Very_Elderly,Moderate_Exercise,75.0,192.0,64.0,121.0,3,2
VITAL05575,Blood_Pressure_Systolic,Child,ICU,45.0,189.0,91.0,171.0,4,1
VITAL05576,Blood_Pressure_Diastolic,Elderly,Post_Surgery,56.0,194.0,74.0,142.0,4,2
VITAL05577,Heart_Rate,Infant,Post_Surgery,30.0,184.0,88.0,170.0,4,1
VITAL05578,Heart_Rate,Elderly,Moderate_Exercise,51.0,160.0,80.0,172.0,3,1
VITAL05579,Blood_Pressure_Diastolic,Adolescent,ICU,51.0,200.0,68.0,126.0,4,1
VITAL05580,Blood_Pressure_Systolic,Elderly,Moderate_Exercise,41.0,240.0,96.0,148.0,4,2
VITAL05581,Temperature,Young_Adult,Resting,83.0,226.0,66.0,149.0,4,1
VITAL05582,Blood_Pressure_Diastolic,Adult,Post_Surgery,68.0,179.0,95.0,165.0,4,1
VITAL05583,Blood_Pressure_Diastolic,Adolescent,Intense_Exercise,76.0,214.0,82.0,162.0,3,1
VITAL05584,Temperature,Infant,Intense_Exercise,67.0,165.0,72.0,154.0,4,1
VITAL05585,Oxygen_Saturation,Middle_Age,Moderate_Exercise,38.0,242.0,71.0,168.0,4,1
VITAL05586,Heart_Rate,Very_Elderly,Light_Activity,64.0,206.0,63.0,124.0,3,2
VITAL05587,Heart_Rate,Middle_Age,Moderate_Exercise,75.0,165.0,79.0,126.0,3,1
VITAL05588,Blood_Pressure_Systolic,Young_Adult,Light_Activity,72.0,166.0,86.0,140.0,4,2
VITAL05589,Blood_Pressure_Diastolic,Elderly,Intense_Exercise,78.0,233.0,91.0,164.0,3,2
VITAL05590,Blood_Pressure_Systolic,Elderly,Light_Activity,51.0,164.0,95.0,169.0,4,2
VITAL05591,Blood_Sugar,Middle_Age,Light_Activity,62.0,186.0,81.0,147.0,4,2
VITAL05592,Blood_Pressure_Diastolic,Infant,ICU,79.0,163.0,94.0,146.0,3,1
VITAL05593,Blood_Sugar,Child,Post_Surgery,69.0,192.0,93.0,124.0,3,2
VITAL05594,Oxygen_Saturation,Very_Elderly,Light_Activity,55.0,184.0,81.0,160.0,4,2
VITAL05595,Oxygen_Saturation,Young_Adult,ICU,49.0,152.0,95.0,170.0,4,2
VITAL05596,Oxygen_Saturation,Adult,Post_Surgery,79.0,225.0,60.0,143.0,3,2
VITAL05597,Heart_Rate,Middle_Age,Light_Activity,60.0,217.0,79.0,175.0,4,2
VITAL05598,Blood_Sugar,Infant,Moderate_Exercise,32.0,241.0,88.0,137.0,4,1
VITAL05599,Heart_Rate,Adolescent,Moderate_Exercise,41.0,226.0,96.0,142.0,3,2
VITAL05600,Blood_Pressure_Diastolic,Infant,Moderate_Exercise,59.0,184.0,89.0,139.0,4,1
VITAL05601,Blood_Pressure_Diastolic,Elderly,ICU,63.0,195.0,83.0,136.0,4,2
VITAL05602,Respiratory_Rate,Young_Adult,Post_Surgery,75.0,233.0,96.0,171.0,4,1
VITAL05603,Oxygen_Saturation,Infant,ICU,37.0,240.0,61.0,128.0,3,2
VITAL05604,Respiratory_Rate,Elderly,ICU,51.0,163.0,80.0,131.0,3,2
VITAL05605,Blood_Pressure_Systolic,Young_Adult,Resting,68.0,249.0,92.0,173.0,3,1
VITAL05606,Oxygen_Saturation,Very_Elderly,ICU,30.0,172.0,62.0,142.0,4,2
VITAL05607,Respiratory_Rate,Young_Adult,ICU,43.0,222.0,86.0,166.0,4,1
VITAL05608,Blood_Sugar,Middle_Age,Moderate_Exercise,57.0,213.0,84.0,150.0,3,1
VITAL05609,Oxygen_Saturation,Infant,Resting,75.0,183.0,71.0,146.0,3,2
VITAL05610,Blood_Sugar,Adolescent,Light_Activity,85.0,194.0,79.0,128.0,4,1
VITAL05611,Blood_Pressure_Systolic,Adolescent,ICU,85.0,162.0,60.0,179.0,3,1
VITAL05612,Blood_Sugar,Elderly,Intense_Exercise,71.0,204.0,93.0,150.0,4,1
VITAL05613,Temperature,Elderly,Post_Surgery,44.0,210.0,74.0,175.0,4,2
VITAL05614,Heart_Rate,Child,Light_Activity,68.0,233.0,63.0,141.0,4,2
VITAL05615,Respiratory_Rate,Infant,Moderate_Exercise,50.0,174.0,80.0,157.0,4,2
VITAL05616,Respiratory_Rate,Infant,ICU,75.0,223.0,93.0,169.0,3,2
VITAL05617,Blood_Pressure_Diastolic,Very_Elderly,Light_Activity,88.0,178.0,91.0,137.0,3,2
VITAL05618,Oxygen_Saturation,Infant,ICU,33.0,172.0,76.0,156.0,3,1
VITAL05619,Blood_Pressure_Diastolic,Adolescent,Resting,64.0,193.0,88.0,155.0,3,2
VITAL05620,Blood_Pressure_Systolic,Infant,ICU,51.0,223.0,83.0,125.0,4,1
VITAL05621,Blood_Pressure_Systolic,Young_Adult,Post_Surgery,58.0,244.0,81.0,122.0,3,1
VITAL05622,Blood_Pressure_Systolic,Child,Resting,65.0,155.0,76.0,121.0,4,2
VITAL05623,Blood_Pressure_Systolic,Infant,Resting,71.0,219.0,83.0,143.0,4,1
VITAL05624,Temperature,Adolescent,Post_Surgery,86.0,185.0,93.0,170.0,3,1
VITAL05625,Blood_Pressure_Diastolic,Child,Resting,84.0,198.0,81.0,166.0,3,1
VITAL05626,Blood_Pressure_Diastolic,Very_Elderly,Post_Surgery,82.0,234.0,86.0,164.0,4,1
VITAL05627,Blood_Pressure_Systolic,Middle_Age,Resting,50.0,235.0,87.0,145.0,3,1
VITAL05628,Heart_Rate,Child,Intense_Exercise,33.0,161.0,62.0,126.0,4,2
VITAL05629,Temperature,Adolescent,Intense_Exercise,83.0,211.0,81.0,152.0,4,2
VITAL05630,Heart_Rate,Adult,Resting,67.0,151.0,64.0,174.0,4,2
VITAL05631,Blood_Sugar,Child,Intense_Exercise,82.0,195.0,90.0,164.0,3,2
VITAL05632,Blood_Pressure_Diastolic,Adult,Light_Activity,69.0,176.0,74.0,150.0,4,1
VITAL05633,Temperature,Middle_Age,ICU,35.0,242.0,84.0,176.0,3,2
VITAL05634,Heart_Rate,Middle_Age,Light_Activity,36.0,160.0,81.0,123.0,4,2
VITAL05635,Temperature,Very_Elderly,Resting,37.0,204.0,71.0,160.0,3,1
VITAL05636,Temperature,Very_Elderly,Post_Surgery,35.0,155.0,72.0,144.0,4,2
VITAL05637,Blood_Pressure_Systolic,Middle_Age,ICU,37.0,241.0,81.0,122.0,4,2
VITAL05638,Heart_Rate,Adolescent,Light_Activity,39.0,249.0,80.0,148.0,4,1
VITAL05639,Oxygen_Saturation,Infant,Moderate_Exercise,83.0,224.0,73.0,164.0,4,1
VITAL05640,Temperature,Young_Adult,Light_Activity,64.0,166.0,63.0,160.0,3,2
VITAL05641,Oxygen_Saturation,Young_Adult,Intense_Exercise,36.0,189.0,83.0,144.0,4,1
VITAL05642,Blood_Pressure_Systolic,Middle_Age,Post_Surgery,41.0,236.0,80.0,160.0,3,1
VITAL05643,Respiratory_Rate,Middle_Age,Moderate_Exercise,47.0,186.0,75.0,160.0,3,1
VITAL05644,Heart_Rate,Elderly,Light_Activity,80.0,210.0,69.0,123.0,4,2
VITAL05645,Blood_Pressure_Diastolic,Adult,Light_Activity,45.0,231.0,62.0,154.0,4,1
